销售日期,单品编码,销量(千克),每日平均销售单价(元/千克),打折数量,原价数量
2021-11-16,102900051000463,0.443,12.0,0,1
2021-11-16,102900051004294,1.668,16.0,0,8
2021-11-16,102900051010455,3.507,6.0,0,7
2021-11-16,106949711300167,10.0,2.9,0,10
2021-11-16,106971533450003,5.0,4.9,0,5
2021-11-17,102900005115779,7.677,11.0,17,5
2021-11-17,102900005115823,4.554,11.0,0,11
2021-11-17,102900005115861,5.229,4.0,0,13
2021-11-17,102900005115878,5.102,8.0,0,17
2021-11-17,102900005115885,0.752,18.0,0,2
2021-11-17,102900005115908,3.922,7.0,0,10
2021-11-17,102900005115984,5.072,10.0,0,11
2021-11-17,102900005116226,0.201,14.0,0,1
2021-11-17,102900005116233,1.4220000000000002,12.0,0,8
2021-11-17,102900005116257,4.939,10.0,0,9
2021-11-17,102900005116509,0.365,14.0,0,1
2021-11-17,102900005116530,18.105,15.0,52,9
2021-11-17,102900005116714,15.791,14.0,0,35
2021-11-17,102900005116837,3.931,12.0,0,10
2021-11-17,102900005116899,33.26,7.0,0,46
2021-11-17,102900005116943,0.136,19.8,0,1
2021-11-17,102900005118817,2.362,16.0,0,7
2021-11-17,102900005122654,0.5920000000000001,10.0,0,2
2021-11-17,102900005125808,0.907,21.6,0,12
2021-11-17,102900011000328,3.472,16.0,0,13
2021-11-17,102900011000571,0.665,5.0,0,2
2021-11-17,102900011006689,1.342,6.0,0,4
2021-11-17,102900011006948,0.523,14.0,0,1
2021-11-17,102900011008164,3.762,4.0,0,8
2021-11-17,102900011016701,15.332,10.5,14,28
2021-11-17,102900011021842,1.0,9.9,0,1
2021-11-17,102900011022764,1.899,14.0,0,5
2021-11-17,102900011023464,1.735,8.0,0,7
2021-11-17,102900011029176,0.77,16.0,0,4
2021-11-17,102900051004294,1.115,15.95,0,6
2021-11-17,102900051010455,2.4,7.0,0,4
2021-11-17,106949711300167,18.0,2.9,0,18
2021-11-17,106971533450003,4.0,4.9,0,4
2021-11-18,102900005115779,4.208,11.0,11,2
2021-11-18,102900005115793,0.34,18.0,0,1
2021-11-18,102900005115823,1.851,11.0,0,4
2021-11-18,102900005115861,8.539,3.4,0,18
2021-11-18,102900005115878,3.152,8.0,0,9
2021-11-18,102900005115885,2.4610000000000003,18.0,0,5
2021-11-18,102900005115908,2.285,7.0,0,6
2021-11-18,102900005115984,2.118,10.0,0,5
2021-11-18,102900005116226,1.053,14.0,0,4
2021-11-18,102900005116233,2.107,12.0,0,8
2021-11-18,102900005116257,1.877,10.0,0,4
2021-11-18,102900005116509,0.38,14.0,0,1
2021-11-18,102900005116530,15.923,14.666666666666666,53,4
2021-11-18,102900005116714,6.018,14.0,0,18
2021-11-18,102900005116837,2.259,12.0,0,7
2021-11-18,102900005116899,21.426,7.0,0,27
2021-11-18,102900005118817,2.356,16.0,0,7
2021-11-18,102900005122654,3.314,10.0,0,7
2021-11-18,102900005125808,0.574,21.6,0,6
2021-11-18,102900011000328,2.1870000000000003,16.0,0,7
2021-11-18,102900011000571,0.403,5.0,0,1
2021-11-18,102900011006689,2.265,6.0,0,7
2021-11-18,102900011006948,0.265,14.0,0,1
2021-11-18,102900011008164,2.018,4.6,0,5
2021-11-18,102900011016701,8.934000000000001,10.5,10,14
2021-11-18,102900011022764,0.989,14.0,0,3
2021-11-18,102900011023464,4.4350000000000005,8.0,0,14
2021-11-18,102900011029176,0.79,16.0,0,2
2021-11-18,102900051004294,0.921,16.0,0,4
2021-11-18,102900051010455,1.854,7.0,0,3
2021-11-18,106949711300167,14.0,2.9,0,14
2021-11-18,106971533450003,3.0,4.9,0,3
2021-11-19,102900005115779,5.646,11.0,15,2
2021-11-19,102900005115793,0.362,18.0,0,1
2021-11-19,102900005115823,3.249,11.0,0,7
2021-11-19,102900005115861,6.996,3.4,0,13
2021-11-19,102900005115878,4.788,9.0,0,14
2021-11-19,102900005115908,1.265,7.0,0,4
2021-11-19,102900005115984,1.075,10.0,0,4
2021-11-19,102900005116233,0.628,12.0,0,4
2021-11-19,102900005116257,4.276,10.0,0,9
2021-11-19,102900005116509,0.487,14.0,0,1
2021-11-19,102900005116530,17.317999999999998,14.633333333333333,58,2
2021-11-19,102900005116714,8.768,14.0,0,23
2021-11-19,102900005116837,3.856,8.0,0,9
2021-11-19,102900005116899,28.706,7.0,0,41
2021-11-19,102900005118817,2.866,14.0,0,7
2021-11-19,102900005122654,2.079,10.0,0,5
2021-11-19,102900005125808,0.786,21.6,0,8
2021-11-19,102900011000328,2.462,16.0,0,10
2021-11-19,102900011000571,1.371,5.0,0,3
2021-11-19,102900011006689,0.94,6.0,0,3
2021-11-19,102900011006948,0.265,14.0,0,1
2021-11-19,102900011008164,3.398,4.6,0,11
2021-11-19,102900011016701,13.934000000000001,10.5,18,25
2021-11-19,102900011022764,2.013,14.0,0,5
2021-11-19,102900011023464,3.38,8.0,0,10
2021-11-19,102900011029176,1.247,16.0,0,3
2021-11-19,102900051004294,0.433,16.0,0,3
2021-11-19,102900051010790,0.328,21.6,0,2
2021-11-19,106949711300167,10.0,2.9,0,10
2021-11-19,106971533450003,4.0,3.9000000000000004,2,2
2021-11-20,102900005115779,14.76,11.0,37,6
2021-11-20,102900005115793,1.002,18.0,0,3
2021-11-20,102900005115823,4.299,11.0,0,9
2021-11-20,102900005115861,18.784,3.4,0,37
2021-11-20,102900005115878,7.388,8.0,0,20
2021-11-20,102900005115885,1.28,18.0,0,3
2021-11-20,102900005115908,2.371,7.0,0,7
2021-11-20,102900005115960,5.256,2.0,0,3
2021-11-20,102900005115984,5.33,10.0,0,14
2021-11-20,102900005116226,2.228,14.0,0,7
2021-11-20,102900005116233,2.961,12.0,0,15
2021-11-20,102900005116257,4.809,10.0,0,10
2021-11-20,102900005116509,0.802,14.0,0,2
2021-11-20,102900005116530,26.926000000000002,14.666666666666666,106,7
2021-11-20,102900005116714,14.406,16.0,0,36
2021-11-20,102900005116837,6.785,8.0,0,22
2021-11-20,102900005116899,51.035,7.0,0,71
2021-11-20,102900005116943,0.263,19.8,0,1
2021-11-20,102900005118817,1.347,14.0,0,4
2021-11-20,102900005122654,12.196,10.0,0,29
2021-11-20,102900005125808,1.095,21.6,0,15
2021-11-20,102900011000328,2.613,16.0,0,9
2021-11-20,102900011000571,3.132,4.0,0,6
2021-11-20,102900011006689,5.203,6.0,0,15
2021-11-20,102900011006948,0.896,14.0,0,3
2021-11-20,102900011008164,5.768,4.6,0,14
2021-11-20,102900011009277,4.549,6.0,0,9
2021-11-20,102900011016701,22.621,10.0,0,66
2021-11-20,102900011022764,3.44,14.0,0,9
2021-11-20,102900011023464,3.782,8.0,0,10
2021-11-20,102900011029176,0.22,16.0,0,2
2021-11-20,102900051004294,2.163,16.0,0,12
2021-11-20,102900051010455,2.787,7.0,0,5
2021-11-20,102900051010790,0.176,21.6,0,1
2021-11-20,106949711300167,28.0,2.9,0,28
2021-11-20,106971533450003,12.0,3.9,0,12
2021-11-21,102900005115779,6.189,12.0,0,19
2021-11-21,102900005115793,0.412,18.0,0,1
2021-11-21,102900005115823,2.3,11.0,0,7
2021-11-21,102900005115861,19.767,3.0,0,36
2021-11-21,102900005115878,6.97,8.0,0,21
2021-11-21,102900005115885,4.004,19.8,0,11
2021-11-21,102900005115908,2.988,7.0,0,10
2021-11-21,102900005115984,2.841,10.0,0,7
2021-11-21,102900005116226,1.096,14.0,0,5
2021-11-21,102900005116233,2.8280000000000003,12.0,0,14
2021-11-21,102900005116257,13.986,10.0,0,27
2021-11-21,102900005116509,1.153,14.0,0,2
2021-11-21,102900005116530,28.431,16.0,0,110
2021-11-21,102900005116714,19.739,16.0,0,51
2021-11-21,102900005116837,8.936,8.0,0,23
2021-11-21,102900005116899,44.486000000000004,6.5,61,6
2021-11-21,102900005118817,5.531,14.0,0,16
2021-11-21,102900005122654,5.953999999999999,9.0,9,3
2021-11-21,102900005125808,0.4629999999999999,21.6,0,9
2021-11-21,102900011000328,7.245,14.0,0,25
2021-11-21,102900011000571,4.748,4.0,0,13
2021-11-21,102900011006689,3.862,6.0,0,12
2021-11-21,102900011006948,1.361,14.0,0,5
2021-11-21,102900011008164,9.125,4.6,0,21
2021-11-21,102900011009277,3.105,6.0,0,8
2021-11-21,102900011016701,17.085,10.0,0,50
2021-11-21,102900011022764,2.851,14.0,0,8
2021-11-21,102900011023464,3.416,8.0,0,11
2021-11-21,102900051004294,1.543,16.0,0,10
2021-11-21,102900051010455,1.307,7.0,0,3
2021-11-21,106949711300167,40.0,2.3,2,38
2021-11-21,106956146480203,1.0,2.8,0,1
2021-11-21,106971533450003,24.0,3.0999999999999996,8,16
2021-11-22,102900005115779,7.66,12.0,0,19
2021-11-22,102900005115823,1.762,11.0,0,4
2021-11-22,102900005115878,4.597,8.0,0,11
2021-11-22,102900005115885,0.652,19.8,0,2
2021-11-22,102900005115908,1.48,7.0,0,3
2021-11-22,102900005115984,7.351,10.0,0,18
2021-11-22,102900005116226,1.855,14.0,0,4
2021-11-22,102900005116233,2.267,12.0,0,10
2021-11-22,102900005116257,6.64,10.0,0,16
2021-11-22,102900005116509,0.38,14.0,0,1
2021-11-22,102900005116530,13.087,16.0,0,50
2021-11-22,102900005116714,9.756,14.0,0,23
2021-11-22,102900005116837,3.329,8.0,0,7
2021-11-22,102900005116899,29.729999999999997,6.5,40,5
2021-11-22,102900005118817,1.899,14.0,0,3
2021-11-22,102900005122654,2.589,8.0,0,5
2021-11-22,102900005125808,0.4639999999999999,21.6,0,4
2021-11-22,102900011000328,0.7809999999999999,14.0,0,2
2021-11-22,102900011000571,2.278,5.0,0,6
2021-11-22,102900011006689,5.822,6.0,0,14
2021-11-22,102900011006948,0.595,14.0,0,1
2021-11-22,102900011008164,0.461,4.6,0,1
2021-11-22,102900011009277,3.02,6.0,0,4
2021-11-22,102900011016701,15.301,10.0,0,42
2021-11-22,102900011022764,2.155,14.0,0,5
2021-11-22,102900011023464,2.613,8.0,0,5
2021-11-22,102900051004294,1.368,14.0,0,6
2021-11-22,102900051010455,2.4879999999999995,8.0,0,4
2021-11-22,106949711300167,5.0,2.9,0,5
2021-11-22,106971533450003,3.0,3.0999999999999996,1,2
2021-11-23,102900005115779,6.789,12.0,0,16
2021-11-23,102900005115861,7.532999999999999,3.0,0,15
2021-11-23,102900005115878,3.205,8.0,0,11
2021-11-23,102900005115885,0.576,19.8,0,1
2021-11-23,102900005115908,1.121,7.0,0,4
2021-11-23,102900005115984,2.04,12.0,0,5
2021-11-23,102900005116226,0.365,14.0,0,2
2021-11-23,102900005116233,1.463,12.0,0,6
2021-11-23,102900005116257,2.14,10.0,0,6
2021-11-23,102900005116530,8.705,16.0,0,36
2021-11-23,102900005116714,9.495,14.0,0,21
2021-11-23,102900005116790,2.763,8.0,0,4
2021-11-23,102900005116899,30.631,6.5,43,3
2021-11-23,102900005116943,0.48,19.8,0,4
2021-11-23,102900005118817,1.876,14.0,0,8
2021-11-23,102900005122654,11.964,6.0,0,23
2021-11-23,102900005125808,0.302,21.6,0,4
2021-11-23,102900011000328,1.16,14.0,0,5
2021-11-23,102900011000571,1.169,5.0,0,2
2021-11-23,102900011006689,5.992,6.0,0,16
2021-11-23,102900011006948,0.6379999999999999,14.0,0,2
2021-11-23,102900011008164,2.632,4.6,0,5
2021-11-23,102900011009277,0.772,6.0,0,2
2021-11-23,102900011016701,13.112,10.0,0,40
2021-11-23,102900011022764,2.135,14.0,0,5
2021-11-23,102900011023464,4.95,8.0,0,15
2021-11-23,102900051000463,0.888,14.0,0,1
2021-11-23,102900051004294,1.122,16.0,0,7
2021-11-23,102900051010455,2.374,8.0,0,3
2021-11-23,106949711300167,12.0,2.9,0,12
2021-11-23,106971533450003,4.0,3.9,0,4
2021-11-24,102900005115779,3.328,12.0,0,10
2021-11-24,102900005115793,0.445,18.0,0,1
2021-11-24,102900005115823,1.515,11.0,0,4
2021-11-24,102900005115861,8.075,3.0,0,17
2021-11-24,102900005115878,4.11,8.0,0,11
2021-11-24,102900005115984,2.61,12.0,0,7
2021-11-24,102900005116226,0.681,14.0,0,3
2021-11-24,102900005116233,3.144,12.0,0,13
2021-11-24,102900005116257,3.363,10.0,0,8
2021-11-24,102900005116509,1.239,14.0,0,3
2021-11-24,102900005116530,3.259,16.0,0,13
2021-11-24,102900005116714,12.559,14.0,0,19
2021-11-24,102900005116899,26.466,6.5,30,6
2021-11-24,102900005118817,1.215,10.0,0,5
2021-11-24,102900005122654,8.373,6.0,0,15
2021-11-24,102900005125808,1.131,21.6,0,7
2021-11-24,102900011000328,2.872,14.0,0,11
2021-11-24,102900011000571,0.686,5.0,0,2
2021-11-24,102900011006689,0.7390000000000001,6.0,0,3
2021-11-24,102900011008164,3.355,4.6,0,5
2021-11-24,102900011009277,2.48,5.0,0,7
2021-11-24,102900011010891,4.369,16.0,0,7
2021-11-24,102900011016701,13.125,10.0,0,38
2021-11-24,102900011022764,4.099,14.0,0,10
2021-11-24,102900011023464,2.989,7.0,0,9
2021-11-24,102900051000463,0.516,14.0,0,1
2021-11-24,102900051004294,0.727,16.0,0,3
2021-11-24,102900051010455,2.551,8.0,0,4
2021-11-24,106949711300167,15.0,2.9,0,15
2021-11-24,106971533450003,4.0,3.9,0,4
2021-11-25,102900005115779,5.394,12.0,0,13
2021-11-25,102900005115793,1.264,18.0,0,2
2021-11-25,102900005115823,2.5820000000000003,11.0,0,5
2021-11-25,102900005115861,7.202,3.4,0,15
2021-11-25,102900005115878,2.702,8.0,0,6
2021-11-25,102900005115908,1.495,7.0,0,4
2021-11-25,102900005115984,0.51,12.0,0,1
2021-11-25,102900005116226,0.673,14.0,0,2
2021-11-25,102900005116233,1.631,12.0,0,7
2021-11-25,102900005116257,1.858,10.0,0,5
2021-11-25,102900005116530,1.266,16.0,0,4
2021-11-25,102900005116714,10.217,14.0,0,24
2021-11-25,102900005116899,26.912000000000003,6.5,34,6
2021-11-25,102900005118817,2.3,10.0,0,9
2021-11-25,102900005122654,11.727,6.0,0,23
2021-11-25,102900005125808,1.283,21.6,0,8
2021-11-25,102900011000328,3.86,14.0,0,13
2021-11-25,102900011000571,1.311,5.0,0,4
2021-11-25,102900011006689,4.129,6.0,0,10
2021-11-25,102900011008164,1.03,4.6,0,3
2021-11-25,102900011009277,3.005,5.0,0,6
2021-11-25,102900011010891,0.382,16.0,0,1
2021-11-25,102900011016701,12.127,12.0,0,40
2021-11-25,102900011022764,3.308,14.0,0,7
2021-11-25,102900011023464,2.788,7.0,0,7
2021-11-25,102900051004294,0.8390000000000001,16.0,0,3
2021-11-25,102900051010455,0.472,10.0,0,1
2021-11-25,106949711300167,13.0,2.3,3,10
2021-11-25,106971533450003,3.0,3.9,0,3
2021-11-26,102900005115779,13.105,11.0,29,5
2021-11-26,102900005115793,0.368,18.0,0,1
2021-11-26,102900005115823,1.98,11.0,0,4
2021-11-26,102900005115861,5.209,3.4,0,11
2021-11-26,102900005115878,4.329,6.0,0,14
2021-11-26,102900005115908,1.812,7.0,0,5
2021-11-26,102900005115984,2.708,12.0,0,7
2021-11-26,102900005116226,0.537,14.0,0,1
2021-11-26,102900005116233,1.446,12.0,0,6
2021-11-26,102900005116257,3.685,10.0,0,10
2021-11-26,102900005116509,1.178,12.0,0,3
2021-11-26,102900005116530,0.313,14.0,1,0
2021-11-26,102900005116714,17.511,12.0,0,37
2021-11-26,102900005116837,4.331,9.0,0,12
2021-11-26,102900005116899,37.648,6.5,49,4
2021-11-26,102900005116943,0.061,19.8,0,1
2021-11-26,102900005118817,3.474,10.0,0,9
2021-11-26,102900005122654,5.571,6.0,0,11
2021-11-26,102900005125808,1.273,21.6,0,14
2021-11-26,102900011000328,1.496,14.0,0,5
2021-11-26,102900011006689,3.037,6.0,0,9
2021-11-26,102900011006948,0.432,16.0,0,1
2021-11-26,102900011008164,3.637,4.0,0,8
2021-11-26,102900011009277,0.161,5.0,0,1
2021-11-26,102900011010891,3.425,14.0,0,6
2021-11-26,102900011016701,8.971,12.0,0,27
2021-11-26,102900011022764,1.197,14.0,0,4
2021-11-26,102900011023464,2.931,7.0,0,8
2021-11-26,102900051004294,1.071,16.0,0,6
2021-11-26,102900051010455,3.243,10.0,0,5
2021-11-26,106949711300167,15.0,2.3,1,14
2021-11-26,106971533450003,4.0,3.9,0,4
2021-11-27,102900005115779,8.046,11.0,20,1
2021-11-27,102900005115823,1.752,11.0,0,4
2021-11-27,102900005115861,12.588,3.4,0,30
2021-11-27,102900005115878,7.971999999999999,6.0,0,25
2021-11-27,102900005115908,4.355,5.0,0,9
2021-11-27,102900005115984,2.668,12.0,0,6
2021-11-27,102900005116226,1.247,14.0,0,4
2021-11-27,102900005116233,5.216,14.0,0,20
2021-11-27,102900005116257,9.088,9.0,0,17
2021-11-27,102900005116509,1.095,12.0,0,2
2021-11-27,102900005116530,0.533,16.0,0,2
2021-11-27,102900005116714,23.115,12.0,0,51
2021-11-27,102900005116837,8.113,9.0,0,21
2021-11-27,102900005116899,56.466,6.5,69,7
2021-11-27,102900005118817,7.863,10.0,0,24
2021-11-27,102900005122654,9.079,6.0,0,21
2021-11-27,102900005125808,0.754,21.6,0,11
2021-11-27,102900011000328,2.342,14.0,0,7
2021-11-27,102900011000571,2.601,5.0,0,7
2021-11-27,102900011006689,1.946,6.0,0,6
2021-11-27,102900011008164,1.844,4.0,0,5
2021-11-27,102900011009277,0.839,6.0,0,3
2021-11-27,102900011010891,1.375,14.0,0,2
2021-11-27,102900011016701,26.175,11.2,0,77
2021-11-27,102900011022764,0.773,14.0,0,2
2021-11-27,102900011023464,3.238,6.0,0,8
2021-11-27,102900051000463,0.666,14.0,0,1
2021-11-27,102900051004294,1.857,16.0,0,11
2021-11-27,102900051010455,4.105,10.0,0,7
2021-11-27,106949711300167,29.0,2.3,1,28
2021-11-27,106971533450003,7.0,3.9,0,7
2021-11-28,102900005115779,11.806000000000001,11.0,26,5
2021-11-28,102900005115793,0.975,18.0,0,2
2021-11-28,102900005115823,1.934,11.0,0,5
2021-11-28,102900005115861,9.706,3.4,0,20
2021-11-28,102900005115878,18.58,6.0,0,45
2021-11-28,102900005115908,2.904,5.0,0,6
2021-11-28,102900005115984,2.249,12.0,0,6
2021-11-28,102900005116226,0.244,14.0,0,1
2021-11-28,102900005116233,1.979,14.0,0,9
2021-11-28,102900005116257,6.943,9.0,0,13
2021-11-28,102900005116530,17.957,15.0,29,34
2021-11-28,102900005116714,21.817,12.0,0,47
2021-11-28,102900005116837,10.003,8.0,0,25
2021-11-28,102900005116899,47.269,6.5,50,8
2021-11-28,102900005118817,7.624,9.0,0,25
2021-11-28,102900005122654,4.883,6.0,0,12
2021-11-28,102900005125808,0.935,21.6,0,15
2021-11-28,102900011000328,2.988,14.0,0,8
2021-11-28,102900011000571,2.963,5.0,0,8
2021-11-28,102900011006689,4.168,4.0,0,12
2021-11-28,102900011008164,5.481,4.0,0,10
2021-11-28,102900011009277,1.947,6.0,0,5
2021-11-28,102900011010891,0.33,14.0,0,1
2021-11-28,102900011016701,18.257,11.2,0,56
2021-11-28,102900011022764,1.884,14.0,0,3
2021-11-28,102900011023464,4.06,6.0,0,12
2021-11-28,102900051000463,0.867,14.0,0,2
2021-11-28,102900051004294,0.746,16.0,0,6
2021-11-28,102900051010455,1.014,10.0,0,2
2021-11-28,106949711300167,22.0,2.9,0,22
2021-11-28,106971533450003,7.0,3.9,0,7
2021-11-29,102900005115779,7.811,11.0,18,2
2021-11-29,102900005115793,0.412,18.0,0,1
2021-11-29,102900005115823,1.022,11.0,0,3
2021-11-29,102900005115861,13.066,3.4,0,30
2021-11-29,102900005115878,1.897,6.0,0,5
2021-11-29,102900005115908,2.319,5.0,0,7
2021-11-29,102900005115984,4.499,12.0,0,10
2021-11-29,102900005116226,1.469,14.0,0,5
2021-11-29,102900005116233,0.365,14.0,0,2
2021-11-29,102900005116257,2.67,10.0,0,5
2021-11-29,102900005116509,0.819,12.0,0,2
2021-11-29,102900005116714,9.182,12.0,0,18
2021-11-29,102900005116837,6.934,8.0,0,19
2021-11-29,102900005116899,26.496000000000002,6.5,38,4
2021-11-29,102900005118817,2.097,8.0,0,8
2021-11-29,102900005122654,9.181,6.0,0,19
2021-11-29,102900005125808,1.079,21.6,0,9
2021-11-29,102900011000328,1.519,14.0,0,5
2021-11-29,102900011006689,4.663,3.0,0,13
2021-11-29,102900011008164,5.608,4.0,0,13
2021-11-29,102900011009277,3.424,6.0,0,6
2021-11-29,102900011016701,14.365,11.2,0,46
2021-11-29,102900011022764,1.899,14.0,0,5
2021-11-29,102900011023464,4.698,4.0,0,9
2021-11-29,102900051000463,0.408,14.0,0,1
2021-11-29,102900051004294,1.015,16.0,0,6
2021-11-29,102900051010455,0.592,10.0,0,1
2021-11-29,106949711300167,14.0,2.9,0,14
2021-11-30,102900005115779,8.856,11.0,21,5
2021-11-30,102900005115823,1.706,11.0,0,4
2021-11-30,102900005115861,7.151,2.6,0,16
2021-11-30,102900005115878,3.877,6.0,0,9
2021-11-30,102900005115908,2.199,6.0,0,4
2021-11-30,102900005115984,3.681,12.0,0,10
2021-11-30,102900005116226,0.516,14.0,0,2
2021-11-30,102900005116233,1.282,14.0,0,6
2021-11-30,102900005116257,4.447,10.0,0,10
2021-11-30,102900005116509,1.171,12.0,0,3
2021-11-30,102900005116714,25.737,10.0,0,54
2021-11-30,102900005116837,6.467,7.0,0,17
2021-11-30,102900005116899,27.918,6.5,37,4
2021-11-30,102900005118817,4.135,8.0,0,16
2021-11-30,102900005122654,0.3,3.3,0,1
2021-11-30,102900005125808,0.617,21.6,0,8
2021-11-30,102900011000328,2.528,14.0,0,9
2021-11-30,102900011000571,3.3280000000000003,5.0,0,8
2021-11-30,102900011006689,1.285,3.0,0,5
2021-11-30,102900011008164,1.818,4.0,0,5
2021-11-30,102900011009277,2.451,6.0,0,6
2021-11-30,102900011016701,26.219,9.2,0,74
2021-11-30,102900011022764,0.724,14.0,0,2
2021-11-30,102900011023464,3.388,5.0,0,10
2021-11-30,102900051000463,0.761,12.0,0,1
2021-11-30,102900051004294,1.31,16.0,0,8
2021-11-30,102900051010455,1.285,10.0,0,2
2021-11-30,106949711300167,16.0,2.9,0,16
2021-11-30,106971533450003,8.0,3.9,0,8
2021-12-01,102900005115168,9.718,5.0,0,23
2021-12-01,102900005115779,8.605,10.0,0,21
2021-12-01,102900005115823,1.597,10.0,0,3
2021-12-01,102900005115861,8.087,2.6,0,15
2021-12-01,102900005115878,4.9510000000000005,6.0,0,11
2021-12-01,102900005115908,1.342,6.0,0,4
2021-12-01,102900005115984,3.533,11.0,0,8
2021-12-01,102900005116226,0.136,14.0,0,1
2021-12-01,102900005116233,0.652,14.0,0,4
2021-12-01,102900005116257,3.897,10.0,0,9
2021-12-01,102900005116509,1.154,12.0,0,2
2021-12-01,102900005116530,0.201,16.0,0,1
2021-12-01,102900005116714,18.93,10.0,0,43
2021-12-01,102900005116837,3.663,7.0,0,11
2021-12-01,102900005116899,26.523,7.0,0,34
2021-12-01,102900005118817,8.356,8.0,0,24
2021-12-01,102900005122654,14.143,4.0,0,24
2021-12-01,102900005125808,0.328,21.6,0,6
2021-12-01,102900011000328,0.824,14.0,0,3
2021-12-01,102900011000571,3.133,4.0,0,11
2021-12-01,102900011006689,1.115,3.0,0,4
2021-12-01,102900011008164,3.363,3.4,0,8
2021-12-01,102900011009277,1.342,6.0,0,3
2021-12-01,102900011010891,2.15,14.0,0,2
2021-12-01,102900011016701,20.724,9.6,2,56
2021-12-01,102900011022764,0.201,14.0,0,1
2021-12-01,102900011023464,5.178,4.6,0,10
2021-12-01,102900011027479,0.49,18.0,0,1
2021-12-01,102900051004294,0.965,16.0,0,4
2021-12-01,102900051010455,1.486,10.0,0,4
2021-12-01,106949711300167,18.0,2.9,0,18
2021-12-01,106971533450003,3.0,3.9,0,3
2021-12-02,102900005115168,4.274,5.0,0,12
2021-12-02,102900005115779,2.199,10.0,0,6
2021-12-02,102900005115793,0.841,18.0,0,1
2021-12-02,102900005115823,1.786,10.0,0,3
2021-12-02,102900005115861,10.548,2.6,0,21
2021-12-02,102900005115878,5.503,6.0,0,12
2021-12-02,102900005115908,2.401,6.0,0,5
2021-12-02,102900005115984,2.034,11.0,0,5
2021-12-02,102900005116226,1.791,14.0,0,6
2021-12-02,102900005116233,1.118,14.0,0,6
2021-12-02,102900005116257,2.941,10.0,0,7
2021-12-02,102900005116509,1.146,12.0,0,2
2021-12-02,102900005116530,0.05,16.0,0,1
2021-12-02,102900005116714,18.263,10.0,0,42
2021-12-02,102900005116837,10.035,6.0,0,27
2021-12-02,102900005116899,18.364,7.0,0,28
2021-12-02,102900005118817,4.057,8.0,0,14
2021-12-02,102900005122654,14.117,4.0,0,28
2021-12-02,102900005125808,0.936,21.6,0,10
2021-12-02,102900011000328,2.085,14.0,0,7
2021-12-02,102900011000571,2.93,4.0,0,5
2021-12-02,102900011006689,0.541,3.0,0,1
2021-12-02,102900011008164,2.6790000000000003,3.4,0,6
2021-12-02,102900011009277,6.596,6.0,0,12
2021-12-02,102900011010891,0.444,14.0,0,1
2021-12-02,102900011016701,15.584,8.6,0,47
2021-12-02,102900011022764,0.387,14.0,0,1
2021-12-02,102900011023464,3.686,4.6,0,9
2021-12-02,102900011027479,0.229,18.0,0,2
2021-12-02,102900051004294,0.96,16.0,0,5
2021-12-02,102900051010455,0.763,10.0,0,2
2021-12-02,106949711300167,8.0,2.9,0,8
2021-12-02,106971533450003,2.0,3.9,0,2
2021-12-03,102900005115168,6.024,6.0,0,17
2021-12-03,102900005115779,5.543,10.0,0,13
2021-12-03,102900005115793,0.852,18.0,0,1
2021-12-03,102900005115823,0.311,10.0,0,1
2021-12-03,102900005115861,10.627,2.6,0,21
2021-12-03,102900005115878,4.566,6.0,0,14
2021-12-03,102900005115908,3.744,6.0,0,7
2021-12-03,102900005115984,3.523,11.0,0,9
2021-12-03,102900005116226,0.487,14.0,0,2
2021-12-03,102900005116233,1.829,14.0,0,8
2021-12-03,102900005116257,4.859,10.0,0,10
2021-12-03,102900005116530,30.682,12.0,0,103
2021-12-03,102900005116714,20.739,12.0,0,42
2021-12-03,102900005116837,4.816,6.0,0,16
2021-12-03,102900005116899,18.09,6.0,0,27
2021-12-03,102900005116943,0.076,19.8,0,1
2021-12-03,102900005118817,2.349,8.0,0,7
2021-12-03,102900005122654,24.096,4.0,0,40
2021-12-03,102900005125808,0.968,21.6,0,13
2021-12-03,102900011000328,4.081,14.0,0,12
2021-12-03,102900011000571,3.207,4.0,0,9
2021-12-03,102900011006689,2.736,3.0,0,6
2021-12-03,102900011008164,1.905,3.4,0,3
2021-12-03,102900011009277,0.369,6.0,0,1
2021-12-03,102900011010891,0.466,14.0,0,1
2021-12-03,102900011016701,17.576,8.6,0,50
2021-12-03,102900011022764,0.824,14.0,0,3
2021-12-03,102900011023464,3.4,4.6,0,9
2021-12-03,102900051004294,0.914,16.0,0,5
2021-12-03,102900051010455,0.964,10.0,0,2
2021-12-03,106949711300167,18.0,2.9,0,18
2021-12-03,106971533450003,1.0,3.9,0,1
2021-12-04,102900005115168,3.357,6.0,0,9
2021-12-04,102900005115779,9.409,10.0,0,23
2021-12-04,102900005115823,1.961,8.0,0,5
2021-12-04,102900005115861,15.254,3.2,0,32
2021-12-04,102900005115878,11.16,6.0,0,29
2021-12-04,102900005115908,1.209,6.0,0,3
2021-12-04,102900005115984,8.766,10.0,0,20
2021-12-04,102900005116226,2.602,14.0,0,9
2021-12-04,102900005116233,0.86,14.0,0,6
2021-12-04,102900005116257,7.2,10.0,0,19
2021-12-04,102900005116509,0.895,12.0,0,2
2021-12-04,102900005116530,43.53,12.0,1,152
2021-12-04,102900005116714,22.865,14.0,0,46
2021-12-04,102900005116837,13.165,7.0,0,36
2021-12-04,102900005116899,56.198,6.0,0,75
