销售日期,单品编码,销售单价(元/千克),销售类型,是否打折销售,打折/原价的计数总量,销量(千克)
2022-07-08,102900011033906,3.2,1,0,20,15.128
2022-07-08,102900011033920,5.2,1,0,11,7.888
2022-07-08,102900011034026,4.0,1,1,1,0.678
2022-07-08,102900011034026,8.0,1,0,24,16.533
2022-07-08,102900011034330,1.5,1,1,1,1.0
2022-07-08,102900011034330,2.5,1,1,15,15.0
2022-07-08,102900011034330,4.9,1,0,3,3.0
2022-07-08,102900051000944,29.6,1,0,5,1.7189999999999999
2022-07-08,102900051010455,6.0,1,0,17,8.474
2022-07-08,106949711300259,1.9,1,0,14,14.0
2022-07-08,106971533455008,2.0,1,1,4,4.0
2022-07-08,106973990980123,2.9,1,0,4,4.0
2022-07-09,102900005115762,3.2,1,0,24,11.234
2022-07-09,102900005115779,6.0,1,0,76,31.836
2022-07-09,102900005115786,3.2,1,0,44,20.729
2022-07-09,102900005115793,14.0,1,0,6,2.6510000000000002
2022-07-09,102900005115823,6.0,1,0,26,9.58
2022-07-09,102900005115908,4.0,1,0,22,8.437
2022-07-09,102900005115946,6.0,1,0,6,2.299
2022-07-09,102900005115984,7.2,1,0,46,19.315
2022-07-09,102900005116219,12.0,1,0,8,1.755
2022-07-09,102900005116226,14.0,1,0,7,2.5300000000000002
2022-07-09,102900005116233,10.0,1,0,23,5.08
2022-07-09,102900005116257,8.0,1,0,36,17.567
2022-07-09,102900005116509,3.0,1,0,6,3.9539999999999997
2022-07-09,102900005116530,17.6,1,1,38,8.659
2022-07-09,102900005116530,19.8,1,0,9,2.674
2022-07-09,102900005116714,8.0,1,0,113,44.535000000000004
2022-07-09,102900005116899,12.0,1,0,45,23.259
2022-07-09,102900005118817,14.0,1,0,21,7.301
2022-07-09,102900005118824,14.0,1,0,3,1.189
2022-07-09,102900005119975,4.0,1,0,11,4.5200000000000005
2022-07-09,102900005125808,29.6,1,0,12,0.847
2022-07-09,102900011000328,12.0,1,0,41,9.611
2022-07-09,102900011000861,18.0,1,0,10,0.6920000000000001
2022-07-09,102900011001561,2.9,1,0,4,9.0
2022-07-09,102900011001691,16.0,1,0,2,0.558
2022-07-09,102900011008164,7.2,1,0,19,8.185
2022-07-09,102900011013274,2.9,1,1,1,1.0
2022-07-09,102900011013274,4.9,1,0,5,5.0
2022-07-09,102900011016701,12.0,1,0,73,22.201
2022-07-09,102900011022764,8.0,1,0,12,4.586
2022-07-09,102900011023464,8.0,1,0,17,6.997
2022-07-09,102900011030929,2.5,1,0,2,2.0
2022-07-09,102900011031100,4.9,1,0,25,25.0
2022-07-09,102900011032022,3.9,1,0,2,2.0
2022-07-09,102900011032213,2.7,1,1,1,1.0
2022-07-09,102900011032343,25.8,1,0,2,0.719
2022-07-09,102900011032732,11.2,1,1,1,0.213
2022-07-09,102900011032732,16.0,1,0,8,1.962
2022-07-09,102900011033906,3.2,1,0,16,10.54
2022-07-09,102900011033920,5.2,1,0,22,12.288
2022-07-09,102900011033944,11.0,1,0,6,1.296
2022-07-09,102900011034330,2.9,1,1,4,4.0
2022-07-09,102900011034330,4.9,1,0,11,11.0
2022-07-09,102900051000944,29.6,1,0,26,8.41
2022-07-09,102900051004294,12.0,1,0,12,1.689
2022-07-09,102900051010455,6.0,1,0,35,18.059
2022-07-09,106949711300259,1.9,1,0,15,15.0
2022-07-09,106949711300259,2.5,1,0,2,2.0
2022-07-09,106973990980123,2.5,1,0,3,3.0
2022-07-10,102900005115762,3.2,1,0,12,7.089
2022-07-10,102900005115779,6.0,1,0,48,19.587
2022-07-10,102900005115786,3.2,1,0,63,30.983999999999998
2022-07-10,102900005115793,14.0,1,0,5,1.749
2022-07-10,102900005115823,6.0,1,0,27,11.578
2022-07-10,102900005115908,4.0,1,0,20,11.391
2022-07-10,102900005115946,6.0,1,0,11,4.699
2022-07-10,102900005115984,7.2,1,0,63,24.792
2022-07-10,102900005116219,12.0,1,0,15,4.474
2022-07-10,102900005116226,14.0,1,0,10,3.089
2022-07-10,102900005116233,10.0,1,0,3,0.724
2022-07-10,102900005116257,8.0,1,0,33,15.177
2022-07-10,102900005116509,3.0,1,0,5,2.635
2022-07-10,102900005116530,17.6,1,1,37,8.786
2022-07-10,102900005116530,19.8,1,0,4,0.632
2022-07-10,102900005116714,8.0,1,0,103,43.107
2022-07-10,102900005116899,12.0,1,0,3,2.525
2022-07-10,102900005116943,23.6,1,0,3,0.262
2022-07-10,102900005118817,14.0,1,0,10,4.356
2022-07-10,102900005118824,14.0,1,0,14,3.712
2022-07-10,102900005119975,4.0,1,0,29,12.203
2022-07-10,102900005125808,29.6,1,0,22,2.678
2022-07-10,102900011000328,12.0,1,0,47,12.803
2022-07-10,102900011000861,18.0,1,0,12,1.433
2022-07-10,102900011001561,2.9,1,0,9,21.0
2022-07-10,102900011001691,16.0,1,0,2,0.8899999999999999
2022-07-10,102900011008164,7.2,1,0,31,11.756
2022-07-10,102900011013274,2.9,1,1,1,1.0
2022-07-10,102900011013274,4.9,1,0,4,4.0
2022-07-10,102900011016701,12.0,1,0,57,20.042
2022-07-10,102900011016909,12.0,1,0,1,0.468
2022-07-10,102900011022764,8.0,1,0,10,3.517
2022-07-10,102900011023464,8.0,1,0,18,8.403
2022-07-10,102900011027479,12.0,1,0,14,2.544
2022-07-10,102900011029305,19.8,1,0,7,1.284
2022-07-10,102900011030608,5.9,1,1,1,1.0
2022-07-10,102900011030608,9.9,1,0,1,1.0
2022-07-10,102900011030929,1.5,1,1,2,2.0
2022-07-10,102900011030929,2.5,1,0,1,1.0
2022-07-10,102900011031100,4.9,1,0,13,13.0
2022-07-10,102900011031582,3.9,1,0,3,3.0
2022-07-10,102900011032206,2.9,1,0,1,1.0
2022-07-10,102900011032213,3.9,1,0,1,1.0
2022-07-10,102900011032220,7.9,1,0,1,1.0
2022-07-10,102900011032237,2.9,1,0,5,5.0
2022-07-10,102900011032251,5.9,1,0,4,4.0
2022-07-10,102900011032343,25.8,1,0,2,0.938
2022-07-10,102900011032367,19.8,1,0,4,1.703
2022-07-10,102900011033906,3.2,1,0,19,12.976
2022-07-10,102900011033920,5.2,1,0,21,12.246
2022-07-10,102900011034026,4.8,1,1,1,0.54
2022-07-10,102900011034026,8.0,1,0,37,23.81
2022-07-10,102900011034262,3.9,1,0,5,5.0
2022-07-10,102900011034330,2.5,1,1,9,9.0
2022-07-10,102900011034330,4.9,1,0,9,9.0
2022-07-10,102900051000944,29.6,1,0,23,7.5760000000000005
2022-07-10,102900051004294,14.0,1,0,5,0.695
2022-07-10,102900051010455,6.0,1,0,28,13.107
2022-07-10,106949711300259,1.3,1,1,5,5.0
2022-07-10,106949711300259,1.9,1,0,29,29.0
2022-07-10,106973990980123,1.8,1,1,2,2.0
2022-07-10,106973990980123,2.5,1,0,7,7.0
2022-07-11,102900005115762,3.2,1,0,13,6.455
2022-07-11,102900005115779,6.0,1,0,73,31.334
2022-07-11,102900005115786,3.2,0,0,1,-0.506
2022-07-11,102900005115786,3.2,1,0,38,20.127
2022-07-11,102900005115793,14.0,1,0,5,2.451
2022-07-11,102900005115823,6.0,1,0,9,3.089
2022-07-11,102900005115908,4.0,1,0,13,6.239
2022-07-11,102900005115946,6.0,1,0,11,4.899
2022-07-11,102900005115984,7.2,1,0,7,3.073
2022-07-11,102900005116219,12.0,1,0,5,1.088
2022-07-11,102900005116226,14.0,1,0,6,1.835
2022-07-11,102900005116233,10.0,1,0,11,2.622
2022-07-11,102900005116257,8.0,1,0,43,23.432
2022-07-11,102900005116509,3.0,1,0,3,1.959
2022-07-11,102900005116530,19.8,1,0,34,8.108
2022-07-11,102900005116714,8.0,1,0,59,23.222
2022-07-11,102900005116899,10.0,1,1,47,27.095
2022-07-11,102900005116899,12.0,1,0,2,1.263
2022-07-11,102900005116943,23.6,1,0,3,0.33499999999999996
2022-07-11,102900005118817,14.0,1,0,3,0.9450000000000001
2022-07-11,102900005118824,14.0,1,0,7,2.7720000000000002
2022-07-11,102900005119975,4.0,1,0,27,10.154
2022-07-11,102900005125808,29.6,1,0,16,2.17
2022-07-11,102900011000328,12.0,1,0,7,1.3719999999999999
2022-07-11,102900011000861,18.0,1,0,11,1.042
2022-07-11,102900011001561,2.9,1,0,6,9.0
2022-07-11,102900011008164,7.2,1,0,20,8.406
2022-07-11,102900011013274,4.9,1,0,3,3.0
2022-07-11,102900011016701,12.0,1,0,79,24.44
2022-07-11,102900011022764,8.0,1,0,11,4.75
2022-07-11,102900011023464,8.0,1,0,8,2.902
2022-07-11,102900011027479,12.0,1,0,6,1.513
2022-07-11,102900011029305,19.8,1,0,6,1.484
2022-07-11,102900011030929,1.5,1,1,1,1.0
2022-07-11,102900011030929,2.5,1,0,1,1.0
2022-07-11,102900011031100,2.9,1,1,3,3.0
2022-07-11,102900011031100,4.9,1,0,4,4.0
2022-07-11,102900011032022,2.9,1,0,2,2.0
2022-07-11,102900011032206,2.9,1,0,2,2.0
2022-07-11,102900011032213,3.9,1,0,3,3.0
2022-07-11,102900011032220,7.9,1,0,1,1.0
2022-07-11,102900011032251,4.9,1,0,1,1.0
2022-07-11,102900011032367,19.8,1,0,2,0.798
2022-07-11,102900011033906,3.2,1,0,17,11.869
2022-07-11,102900011033920,5.2,1,0,13,7.984
2022-07-11,102900011034026,8.0,1,0,2,1.0419999999999998
2022-07-11,102900011034262,2.1,1,1,1,1.0
2022-07-11,102900011034262,3.5,1,0,1,1.0
2022-07-11,102900011034330,2.5,1,1,3,3.0
2022-07-11,102900011034330,4.9,1,0,8,8.0
2022-07-11,102900051000944,29.6,1,0,9,2.9730000000000003
2022-07-11,102900051004294,14.0,1,0,7,0.96
2022-07-11,102900051010455,6.0,1,0,25,13.841
2022-07-11,106949711300259,1.9,1,0,21,21.0
2022-07-11,106973990980123,1.8,1,1,1,1.0
2022-07-11,106973990980123,2.5,1,0,9,9.0
2022-07-12,102900005115762,3.2,1,0,17,7.848
2022-07-12,102900005115779,6.0,1,0,63,27.375
2022-07-12,102900005115786,3.2,1,0,33,14.493
2022-07-12,102900005115793,14.0,1,0,4,1.197
2022-07-12,102900005115823,6.0,1,0,7,2.181
2022-07-12,102900005115908,4.0,1,0,13,6.163
2022-07-12,102900005115946,6.0,1,0,10,4.447
2022-07-12,102900005115984,7.2,1,0,10,4.301
2022-07-12,102900005116219,12.0,1,0,2,0.42700000000000005
2022-07-12,102900005116226,14.0,1,0,4,1.461
2022-07-12,102900005116233,10.0,1,0,9,2.241
2022-07-12,102900005116257,8.0,1,0,29,14.496
2022-07-12,102900005116509,3.0,1,0,5,2.2969999999999997
2022-07-12,102900005116530,19.8,1,0,49,9.869
2022-07-12,102900005116714,8.0,1,0,90,34.335
2022-07-12,102900005116899,10.0,1,1,37,23.205
2022-07-12,102900005116899,12.0,1,0,3,1.53
2022-07-12,102900005116943,19.8,1,0,8,0.782
2022-07-12,102900005118817,12.0,1,0,3,1.121
2022-07-12,102900005118824,14.0,1,0,7,1.655
2022-07-12,102900005119975,4.0,1,0,39,15.864
2022-07-12,102900005125808,29.6,1,0,15,1.748
2022-07-12,102900011000328,12.0,1,0,8,3.52
2022-07-12,102900011000861,18.0,1,0,8,0.602
2022-07-12,102900011008164,7.2,1,0,16,6.523
2022-07-12,102900011016701,12.0,1,0,89,26.594
2022-07-12,102900011022764,8.0,1,0,6,2.425
2022-07-12,102900011023464,8.0,1,0,14,5.4399999999999995
2022-07-12,102900011027479,12.0,1,0,4,1.012
2022-07-12,102900011029305,19.8,1,0,5,0.758
2022-07-12,102900011030929,2.5,1,0,3,3.0
2022-07-12,102900011032022,2.9,1,0,3,3.0
2022-07-12,102900011032206,2.9,1,0,1,1.0
2022-07-12,102900011032213,3.9,1,0,1,1.0
2022-07-12,102900011033906,3.2,1,0,20,12.501999999999999
2022-07-12,102900011033920,5.2,1,0,17,8.993
2022-07-12,102900011034026,4.0,1,1,1,0.641
2022-07-12,102900011034026,4.8,1,1,12,7.678
2022-07-12,102900011034026,8.0,1,0,36,21.925
2022-07-12,102900011034262,3.5,1,0,3,3.0
2022-07-12,102900051000944,29.6,1,0,11,3.39
2022-07-12,102900051004294,14.0,1,0,8,1.869
2022-07-12,102900051010455,6.0,1,0,17,10.823
2022-07-12,106949711300259,1.9,1,0,13,13.0
2022-07-12,106973990980123,2.5,1,0,2,2.0
2022-07-13,102900005115762,3.2,1,0,14,6.521
2022-07-13,102900005115779,7.0,1,0,73,27.249
2022-07-13,102900005115786,3.2,1,0,21,8.987
2022-07-13,102900005115793,14.0,1,0,1,0.566
2022-07-13,102900005115823,6.0,1,0,14,4.95
2022-07-13,102900005115908,4.0,1,0,22,10.332
2022-07-13,102900005115946,6.0,1,0,14,6.177
2022-07-13,102900005115984,7.2,1,0,13,4.622
2022-07-13,102900005116219,12.0,1,0,2,0.427
2022-07-13,102900005116226,14.0,1,0,5,1.117
2022-07-13,102900005116233,10.0,1,0,12,1.976
2022-07-13,102900005116257,6.0,1,0,10,5.905
2022-07-13,102900005116509,3.0,1,0,3,1.52
2022-07-13,102900005116530,19.8,1,0,35,7.968
2022-07-13,102900005116714,8.0,1,0,76,35.203
2022-07-13,102900005116899,10.0,1,1,49,22.351
2022-07-13,102900005116899,12.0,1,0,3,1.605
2022-07-13,102900005116943,19.8,1,0,12,1.533
2022-07-13,102900005118817,12.0,1,0,9,3.628
2022-07-13,102900005118824,14.0,1,0,5,1.9060000000000001
2022-07-13,102900005119975,4.0,1,0,43,17.857
2022-07-13,102900011000328,12.0,1,0,6,1.296
2022-07-13,102900011008164,7.2,1,0,20,8.182
2022-07-13,102900011013274,2.9,1,1,1,1.0
2022-07-13,102900011013274,4.9,1,0,3,3.0
2022-07-13,102900011016701,12.0,1,0,66,19.424
2022-07-13,102900011022764,8.0,1,0,10,4.813
2022-07-13,102900011023464,8.0,1,0,18,7.0
2022-07-13,102900011027479,12.0,1,0,13,2.809
2022-07-13,102900011029305,19.8,1,0,3,0.268
2022-07-13,102900011030929,1.5,1,1,1,1.0
2022-07-13,102900011030929,2.5,1,0,3,3.0
2022-07-13,102900011031100,2.9,1,1,8,8.0
2022-07-13,102900011031100,4.9,1,0,6,6.0
2022-07-13,102900011032022,1.7,1,1,2,2.0
2022-07-13,102900011032022,2.9,1,0,4,4.0
2022-07-13,102900011032206,1.7,1,1,3,3.0
2022-07-13,102900011032206,2.9,1,0,1,1.0
2022-07-13,102900011032213,2.3,1,1,2,2.0
2022-07-13,102900011032213,3.9,1,0,1,1.0
2022-07-13,102900011032343,25.8,1,0,1,0.508
2022-07-13,102900011032367,19.8,1,0,1,0.394
2022-07-13,102900011033906,3.2,1,0,17,9.589
2022-07-13,102900011033920,5.2,1,0,27,17.577
2022-07-13,102900011033937,4.8,1,1,4,1.908
2022-07-13,102900011033937,8.0,1,0,6,2.727
2022-07-13,102900011034026,4.8,1,1,3,2.035
2022-07-13,102900011034026,8.0,1,0,17,9.197
2022-07-13,102900011034330,2.9,1,1,6,6.0
2022-07-13,102900011034330,4.9,1,0,6,6.0
2022-07-13,102900051000463,7.0,1,0,1,0.517
2022-07-13,102900051000944,29.6,1,0,19,6.133
2022-07-13,102900051004294,14.0,1,0,5,1.089
2022-07-13,102900051010455,6.0,1,0,27,16.797
2022-07-13,106949711300259,1.1,1,1,1,1.0
2022-07-13,106949711300259,1.9,1,0,18,18.0
2022-07-13,106949711300259,2.5,1,0,2,2.0
2022-07-13,106973990980123,1.5,1,1,5,5.0
2022-07-13,106973990980123,2.5,1,0,5,5.0
2022-07-14,102900005115762,3.2,1,0,9,5.096
2022-07-14,102900005115779,7.0,1,0,61,21.869
2022-07-14,102900005115786,3.2,1,0,34,15.76
2022-07-14,102900005115793,14.0,1,0,4,1.125
2022-07-14,102900005115823,6.0,1,0,15,7.4510000000000005
2022-07-14,102900005115946,6.0,1,0,9,3.1550000000000002
2022-07-14,102900005115984,7.2,1,0,27,11.832
2022-07-14,102900005116219,12.0,1,0,2,0.544
2022-07-14,102900005116226,16.0,1,0,10,3.447
2022-07-14,102900005116233,10.0,1,0,3,0.553
2022-07-14,102900005116257,10.0,1,0,13,4.4
2022-07-14,102900005116509,3.0,1,0,5,2.298
2022-07-14,102900005116530,19.8,1,0,47,11.618
2022-07-14,102900005116714,10.0,1,0,83,34.033
2022-07-14,102900005116899,10.0,1,1,14,5.97
2022-07-14,102900005116899,12.0,1,0,3,2.274
2022-07-14,102900005116943,19.8,1,0,3,0.187
2022-07-14,102900005118817,12.0,1,0,9,2.901
2022-07-14,102900005118824,14.0,1,0,10,3.675
2022-07-14,102900005119975,4.0,1,0,35,13.613
2022-07-14,102900005125808,29.6,1,0,7,0.618
2022-07-14,102900011000328,16.0,1,0,4,0.671
2022-07-14,102900011001691,16.0,1,0,1,0.457
2022-07-14,102900011008164,7.2,1,0,10,4.398
2022-07-14,102900011013274,4.9,1,0,4,4.0
2022-07-14,102900011016701,12.0,1,0,47,13.078
2022-07-14,102900011022764,8.0,1,0,17,7.676
2022-07-14,102900011023464,8.0,1,0,19,8.543
2022-07-14,102900011027479,12.0,1,0,10,1.941
2022-07-14,102900011029305,19.8,1,0,6,1.192
2022-07-14,102900011030097,3.9,1,0,2,2.0
2022-07-14,102900011030929,2.5,1,0,3,3.0
2022-07-14,102900011031100,2.9,1,1,1,1.0
2022-07-14,102900011031100,4.9,1,0,10,10.0
2022-07-14,102900011031582,3.9,1,0,6,6.0
2022-07-14,102900011032022,1.7,1,1,1,1.0
2022-07-14,102900011032022,2.9,1,0,5,5.0
2022-07-14,102900011032206,2.9,1,0,4,4.0
2022-07-14,102900011032220,7.9,1,0,1,1.0
2022-07-14,102900011032251,4.9,1,1,1,1.0
2022-07-14,102900011033906,3.2,1,0,6,5.665
2022-07-14,102900011033920,8.0,1,0,34,13.706
2022-07-14,102900011033937,5.6,1,1,1,0.503
2022-07-14,102900011033937,8.0,1,0,6,2.588
2022-07-14,102900011034262,3.5,1,0,1,1.0
2022-07-14,102900011034330,2.5,1,1,4,4.0
2022-07-14,102900011034330,4.9,1,0,5,5.0
2022-07-14,102900051004294,14.0,1,0,1,0.215
2022-07-14,102900051010455,6.0,1,0,23,14.851
2022-07-14,106949711300259,2.5,1,0,10,10.0
2022-07-14,106973990980123,1.5,1,1,2,2.0
2022-07-14,106973990980123,2.5,1,0,2,2.0
2022-07-15,102900005115762,3.2,1,0,14,6.264
2022-07-15,102900005115779,7.0,1,0,54,21.386
2022-07-15,102900005115786,3.2,1,0,42,19.023
2022-07-15,102900005115823,6.0,1,0,15,5.035
2022-07-15,102900005115946,6.0,1,0,3,1.057
2022-07-15,102900005115984,7.2,1,0,21,8.142
2022-07-15,102900005116219,12.0,1,0,3,0.8360000000000001
2022-07-15,102900005116226,16.0,1,0,6,1.792
2022-07-15,102900005116233,10.0,1,0,8,1.8579999999999999
2022-07-15,102900005116257,10.0,1,0,14,7.479
2022-07-15,102900005116509,3.0,1,0,7,3.885
2022-07-15,102900005116530,19.8,1,0,49,9.411
2022-07-15,102900005116714,10.0,1,0,65,30.18
2022-07-15,102900005116899,10.0,1,1,50,28.713
2022-07-15,102900005116899,12.0,1,0,4,2.617
2022-07-15,102900005116943,19.8,1,0,4,0.319
2022-07-15,102900005118817,12.0,1,0,9,3.428
2022-07-15,102900005118824,14.0,1,0,7,2.509
2022-07-15,102900005119975,4.0,1,0,25,8.967
2022-07-15,102900005125808,29.6,1,0,9,1.064
2022-07-15,102900011000328,16.0,1,0,9,2.7760000000000002
2022-07-15,102900011001561,1.9,1,1,1,3.0
2022-07-15,102900011001561,2.9,1,0,1,1.0
2022-07-15,102900011001691,16.0,1,0,2,0.777
2022-07-15,102900011008164,7.2,1,0,22,9.552
2022-07-15,102900011013274,2.9,1,1,2,2.0
2022-07-15,102900011016701,14.0,1,0,51,15.019
2022-07-15,102900011023464,8.0,1,0,16,5.413
2022-07-15,102900011027479,12.0,1,0,8,1.3800000000000001
2022-07-15,102900011029305,19.8,1,0,3,0.8180000000000001
2022-07-15,102900011030912,3.5,1,1,2,2.0
2022-07-15,102900011030912,5.9,1,0,3,3.0
2022-07-15,102900011030929,1.5,1,1,2,2.0
2022-07-15,102900011030929,2.5,1,0,1,1.0
2022-07-15,102900011031100,3.4,1,1,1,1.0
2022-07-15,102900011031100,4.9,1,0,11,11.0
2022-07-15,102900011031582,2.3,1,1,1,1.0
2022-07-15,102900011031582,3.9,1,0,1,1.0
2022-07-15,102900011031995,2.3,1,1,4,4.0
2022-07-15,102900011031995,3.9,1,0,2,2.0
2022-07-15,102900011032022,2.9,1,0,5,7.0
2022-07-15,102900011032206,1.7,1,1,1,1.0
2022-07-15,102900011032206,2.9,1,0,1,1.0
2022-07-15,102900011032237,3.9,1,0,3,3.0
2022-07-15,102900011032244,2.9,1,1,3,3.0
2022-07-15,102900011032367,11.9,1,1,1,0.444
2022-07-15,102900011032848,3.9,1,0,2,2.0
2022-07-15,102900011033906,3.2,1,0,8,6.362
2022-07-15,102900011033920,8.0,1,0,18,9.852
2022-07-15,102900011033937,4.8,1,1,5,2.349
2022-07-15,102900011033937,8.0,1,0,9,4.058
2022-07-15,102900011033944,6.6,1,1,4,0.84
2022-07-15,102900011033944,11.0,1,0,6,1.478
2022-07-15,102900011034262,3.5,1,0,2,2.0
2022-07-15,102900011034330,2.9,1,1,5,5.0
2022-07-15,102900011034330,4.9,1,0,7,7.0
2022-07-15,102900051000944,29.6,1,0,12,4.625
2022-07-15,102900051004294,10.0,1,0,7,1.191
2022-07-15,102900051010455,6.0,1,0,25,13.943999999999999
2022-07-15,106949711300259,2.5,1,0,11,11.0
2022-07-15,106973990980123,1.5,1,1,4,4.0
2022-07-15,106973990980123,2.5,1,0,5,5.0
2022-07-16,102900005115762,3.2,1,0,21,12.628
2022-07-16,102900005115779,7.0,1,0,68,27.445
2022-07-16,102900005115786,3.2,1,0,47,22.09
2022-07-16,102900005115793,14.0,1,0,23,8.691
2022-07-16,102900005115823,7.0,1,0,14,6.25
2022-07-16,102900005115946,6.0,1,0,9,3.238
2022-07-16,102900005115984,7.2,1,0,41,16.509
2022-07-16,102900005116219,12.0,1,0,6,1.472
2022-07-16,102900005116226,16.0,1,0,4,1.121
2022-07-16,102900005116233,10.0,1,0,11,2.101
2022-07-16,102900005116257,10.0,1,0,13,8.252
2022-07-16,102900005116509,3.6,1,0,4,2.753
2022-07-16,102900005116530,19.8,1,0,58,11.253
2022-07-16,102900005116714,10.0,1,0,141,59.714
2022-07-16,102900005116899,10.0,1,1,64,38.432
2022-07-16,102900005116899,12.0,1,0,8,4.884
2022-07-16,102900005116943,19.8,1,0,2,0.107
2022-07-16,102900005118817,12.0,1,0,29,10.517
2022-07-16,102900005118824,14.0,1,0,9,3.031
2022-07-16,102900005119975,4.0,1,0,40,17.856
2022-07-16,102900005125808,29.6,1,0,29,2.81
2022-07-16,102900011000328,16.0,1,0,7,1.943
2022-07-16,102900011001561,2.0,1,0,10,50.0
2022-07-16,102900011001691,16.0,1,0,3,1.091
2022-07-16,102900011008164,7.2,1,0,23,8.139
2022-07-16,102900011013274,2.9,1,1,1,1.0
2022-07-16,102900011013274,4.9,1,0,1,1.0
2022-07-16,102900011016701,14.0,1,0,102,32.143
2022-07-16,102900011022764,8.0,1,0,16,6.909000000000001
2022-07-16,102900011023464,8.0,1,0,18,6.357
2022-07-16,102900011027479,12.0,1,0,13,3.0860000000000003
2022-07-16,102900011029305,19.8,1,0,7,1.5
2022-07-16,102900011030912,3.5,1,1,2,2.0
2022-07-16,102900011030929,1.5,1,1,5,5.0
2022-07-16,102900011030929,2.5,1,0,3,3.0
2022-07-16,102900011031100,3.4,1,1,2,2.0
2022-07-16,102900011031100,4.9,1,0,14,14.0
2022-07-16,102900011032206,1.7,1,1,2,2.0
2022-07-16,102900011032206,2.9,1,0,1,1.0
2022-07-16,102900011032213,3.9,1,0,2,2.0
2022-07-16,102900011032237,3.9,1,0,1,1.0
2022-07-16,102900011033906,3.2,1,0,6,2.027
2022-07-16,102900011033920,8.0,1,0,28,14.576
2022-07-16,102900011033937,8.0,1,0,2,0.98
2022-07-16,102900011033944,6.6,1,1,6,1.49
2022-07-16,102900011033944,11.0,1,0,3,0.748
2022-07-16,102900011034262,3.5,1,0,2,2.0
2022-07-16,102900011034330,2.9,1,1,13,13.0
2022-07-16,102900011034330,4.9,1,0,11,11.0
2022-07-16,102900051000463,7.0,1,0,1,0.517
2022-07-16,102900051000944,29.6,1,0,26,9.834
2022-07-16,102900051004294,10.0,1,0,24,2.952
2022-07-16,102900051010455,6.0,1,0,34,19.602
2022-07-16,106949711300259,2.5,1,0,29,29.0
2022-07-16,106973990980123,1.5,1,1,1,1.0
2022-07-16,106973990980123,2.5,1,0,9,9.0
2022-07-17,102900005115762,3.2,1,0,32,16.645
2022-07-17,102900005115779,6.6,1,0,68,28.176
2022-07-17,102900005115786,3.2,1,0,42,21.012
2022-07-17,102900005115793,14.0,1,0,15,7.586
2022-07-17,102900005115823,7.0,1,0,14,5.1579999999999995
2022-07-17,102900005115908,10.0,1,0,18,7.791
2022-07-17,102900005115946,6.0,1,0,20,8.559
2022-07-17,102900005115984,7.2,1,0,32,15.196
2022-07-17,102900005116219,12.0,1,0,2,0.268
2022-07-17,102900005116226,16.0,1,0,3,0.314
2022-07-17,102900005116233,10.0,1,0,9,1.847
2022-07-17,102900005116257,10.0,1,0,19,9.246
2022-07-17,102900005116509,3.6,1,0,6,3.7640000000000002
2022-07-17,102900005116530,19.8,1,0,76,18.046
2022-07-17,102900005116714,10.0,1,0,125,53.089
2022-07-17,102900005116899,10.0,1,0,76,43.005
2022-07-17,102900005116943,19.8,1,0,3,0.19299999999999998
2022-07-17,102900005118817,12.0,1,0,17,6.54
2022-07-17,102900005118824,14.0,1,0,13,4.421
2022-07-17,102900005119975,4.0,1,0,47,19.7
2022-07-17,102900005125808,29.6,1,0,23,1.921
2022-07-17,102900011000328,12.0,1,0,18,4.684
2022-07-17,102900011001561,2.0,1,0,15,77.0
2022-07-17,102900011007044,2.9,1,1,1,1.0
2022-07-17,102900011008164,7.2,1,0,12,4.131
2022-07-17,102900011013274,2.9,1,1,2,2.0
2022-07-17,102900011013274,4.9,1,0,2,2.0
2022-07-17,102900011016701,13.0,1,0,93,28.603
2022-07-17,102900011022764,8.0,1,0,20,8.062
2022-07-17,102900011023464,8.0,1,0,13,4.537
2022-07-17,102900011027479,12.0,1,0,5,0.962
2022-07-17,102900011029305,19.8,1,0,5,0.9890000000000001
2022-07-17,102900011030912,3.5,1,1,1,1.0
2022-07-17,102900011030912,5.9,1,0,1,1.0
2022-07-17,102900011030929,1.5,1,1,2,2.0
2022-07-17,102900011030929,2.5,1,0,1,1.0
2022-07-17,102900011031100,4.9,1,0,2,2.0
2022-07-17,102900011032022,2.9,1,0,5,5.0
2022-07-17,102900011032220,7.9,1,0,2,2.0
2022-07-17,102900011032237,2.3,1,1,1,1.0
2022-07-17,102900011032237,3.9,1,0,2,2.0
2022-07-17,102900011032244,2.9,1,1,3,3.0
2022-07-17,102900011032244,4.9,1,0,2,2.0
2022-07-17,102900011032848,2.3,1,1,1,1.0
2022-07-17,102900011032848,3.9,1,0,2,2.0
2022-07-17,102900011033906,3.2,1,0,34,24.112
2022-07-17,102900011033920,8.0,1,0,8,5.8180000000000005
2022-07-17,102900011033937,8.0,1,0,8,3.832
2022-07-17,102900011033944,6.6,1,1,7,1.908
2022-07-17,102900011033944,11.0,1,0,3,0.885
2022-07-17,102900011034026,8.0,1,0,1,0.616
2022-07-17,102900011034262,3.5,1,0,2,2.0
2022-07-17,102900011034330,4.9,1,0,12,12.0
2022-07-17,102900051000463,7.0,1,0,1,0.862
2022-07-17,102900051000944,29.6,1,0,21,6.874
2022-07-17,102900051004294,10.0,1,0,17,1.6400000000000001
