销售年月,单品编码,销量(千克),打折数量,原价数量
2022-04,102900011030608,4.0,1,3
2022-04,102900011031100,308.0,61,247
2022-04,102900011031582,104.0,30,74
2022-04,102900011032022,57.0,8,49
2022-04,102900011032176,21.0,2,19
2022-04,102900011032206,72.0,22,50
2022-04,102900011032213,46.0,13,33
2022-04,102900011032220,54.0,21,33
2022-04,102900011032237,97.0,29,68
2022-04,102900011032244,66.0,30,36
2022-04,102900011032251,148.0,46,102
2022-04,102900011032343,10.769,1,24
2022-04,102900011032350,10.169,3,29
2022-04,102900011032367,10.82,3,24
2022-04,102900011032589,21.877,8,62
2022-04,102900011032626,15.911999999999999,14,34
2022-04,102900011032633,36.055,51,88
2022-04,102900011032640,9.605,19,23
2022-04,102900011032732,17.453,19,50
2022-04,102900011032787,109.0,27,82
2022-04,102900011032848,68.0,0,68
2022-04,102900011033081,16.974,0,24
2022-04,102900011033173,1.572,0,9
2022-04,102900011033234,48.0,31,17
2022-04,102900011033241,28.0,9,19
2022-04,102900011033531,0.682,0,5
2022-04,102900011033562,0.419,0,3
2022-04,102900011033586,1.153,0,5
2022-04,102900011033906,70.512,0,67
2022-04,102900011033913,0.615,0,2
2022-04,102900011033920,26.878,0,47
2022-04,102900011033937,25.396,23,53
2022-04,102900011033944,25.3,41,46
2022-04,102900011033968,9.24,4,40
2022-04,102900011034200,25.0,4,21
2022-04,102900011034217,4.0,1,3
2022-04,102900011034224,42.0,8,34
2022-04,102900011034231,27.0,9,18
2022-04,102900051000463,1.8130000000000002,0,4
2022-04,102900051004294,30.236,0,140
2022-04,102900051010455,108.775,0,172
2022-04,106931885000356,2.0,0,2
2022-04,106949711300167,226.0,3,223
2022-04,106971533455008,172.0,7,165
2022-05,102900005115250,251.511,0,1035
2022-05,102900005115762,334.136,0,683
2022-05,102900005115779,511.9,239,912
2022-05,102900005115786,532.488,0,1133
2022-05,102900005115793,54.787,0,121
2022-05,102900005115823,155.717,0,348
2022-05,102900005115854,7.971,0,16
2022-05,102900005115908,12.065,0,28
2022-05,102900005115946,163.436,0,377
2022-05,102900005115984,307.824,0,644
2022-05,102900005116219,30.823,0,153
2022-05,102900005116226,3.055,0,14
2022-05,102900005116233,53.835,0,241
2022-05,102900005116257,627.321,364,838
2022-05,102900005116509,182.79,0,301
2022-05,102900005116530,1.1749999999999998,0,7
2022-05,102900005116639,2.775,0,9
2022-05,102900005116714,770.68,155,1455
2022-05,102900005116790,0.433,0,1
2022-05,102900005116837,0.181,0,1
2022-05,102900005116899,111.682,0,184
2022-05,102900005118817,152.853,0,420
2022-05,102900005118824,18.267,0,57
2022-05,102900005119104,7.0,0,7
2022-05,102900005119975,250.335,140,527
2022-05,102900005125808,0.197,0,2
2022-05,102900011000328,512.146,0,1341
2022-05,102900011000335,2.237,0,4
2022-05,102900011001691,0.692,0,2
2022-05,102900011006689,81.878,0,179
2022-05,102900011006948,103.239,0,200
2022-05,102900011007044,1.0,0,1
2022-05,102900011007464,0.883,0,6
2022-05,102900011007495,0.393,0,3
2022-05,102900011007969,5.58,0,20
2022-05,102900011008164,265.53,0,598
2022-05,102900011013274,23.0,0,23
2022-05,102900011016701,853.277,0,2190
2022-05,102900011016909,27.488,0,56
2022-05,102900011022764,148.151,0,375
2022-05,102900011023464,238.981,0,550
2022-05,102900011030608,1.0,0,1
2022-05,102900011032022,6.0,0,6
2022-05,102900011032237,5.0,0,5
2022-05,102900011032343,1.159,0,3
2022-05,102900011032626,0.358,0,1
2022-05,102900011033081,0.641,0,1
2022-05,102900011033173,5.447,0,20
2022-05,102900011033920,9.598,1,0
2022-05,102900011034316,9.381,0,27
2022-05,102900011034323,5.529,0,24
2022-05,102900011034330,38.0,1,37
2022-05,102900011034354,37.0,0,37
2022-05,102900051000463,5.741,0,9
2022-05,102900051000944,21.607,0,61
2022-05,102900051004294,72.43900000000001,0,326
2022-05,102900051010455,160.07,0,264
2022-05,106949711300167,84.0,3,81
2022-05,106949711300259,259.0,14,245
2022-05,106971533455008,96.0,1,95
2022-05,106971563780002,8.0,0,8
2022-06,102900005115250,156.209,0,699
2022-06,102900005115762,350.508,16,609
2022-06,102900005115779,583.614,0,1392
2022-06,102900005115786,710.277,0,1467
2022-06,102900005115793,54.315,0,121
2022-06,102900005115823,139.355,0,327
2022-06,102900005115908,72.664,0,144
2022-06,102900005115946,105.12100000000001,0,232
2022-06,102900005115984,237.736,0,583
2022-06,102900005116219,32.99,0,132
2022-06,102900005116226,0.8049999999999999,0,3
2022-06,102900005116233,69.399,0,296
2022-06,102900005116257,497.224,0,983
2022-06,102900005116509,285.401,0,417
2022-06,102900005116530,69.507,124,186
2022-06,102900005116714,697.874,0,1605
2022-06,102900005116790,0.934,0,1
2022-06,102900005116899,138.962,0,313
2022-06,102900005116943,0.03,0,1
2022-06,102900005118817,121.97800000000001,0,341
2022-06,102900005118824,46.613,0,140
2022-06,102900005119968,0.1,0,1
2022-06,102900005119975,552.118,0,1327
2022-06,102900005125808,3.7039999999999997,0,43
2022-06,102900011000328,433.052,0,1236
2022-06,102900011000335,0.623,0,1
2022-06,102900011000571,86.343,0,136
2022-06,102900011001561,44.0,0,25
2022-06,102900011001691,9.785,0,29
2022-06,102900011006948,31.398,0,77
2022-06,102900011007464,0.251,0,3
2022-06,102900011007969,19.564,0,66
2022-06,102900011008164,307.057,0,665
2022-06,102900011013274,31.0,3,28
2022-06,102900011016701,607.446,0,1582
2022-06,102900011016909,8.168,0,16
2022-06,102900011022764,181.875,0,448
2022-06,102900011023464,198.574,0,467
2022-06,102900011026618,0.636,0,2
2022-06,102900011029299,1.161,0,5
2022-06,102900011030059,2.0,1,1
2022-06,102900011030110,4.0,1,3
2022-06,102900011030134,11.0,0,11
2022-06,102900011030608,1.0,1,0
2022-06,102900011030912,9.0,2,7
2022-06,102900011031100,53.0,0,53
2022-06,102900011032022,19.0,3,16
2022-06,102900011032176,5.0,1,4
2022-06,102900011032206,1.0,0,1
2022-06,102900011032220,6.0,0,6
2022-06,102900011032367,5.676,0,16
2022-06,102900011032787,7.0,0,7
2022-06,102900011033906,1.519,0,1
2022-06,102900011033920,16.894000000000002,0,26
2022-06,102900011034026,39.373999999999995,16,37
2022-06,102900011034200,6.0,0,6
2022-06,102900011034262,2.0,0,2
2022-06,102900011034323,0.48,0,4
2022-06,102900011034330,317.0,43,274
2022-06,102900011034354,163.0,0,4
2022-06,102900051000463,4.541,0,8
2022-06,102900051000944,100.262,0,284
2022-06,102900051004294,56.468,0,258
2022-06,102900051010455,234.1,0,377
2022-06,106949711300259,316.0,14,302
2022-06,106971533455008,172.0,0,172
2022-07,102900005115250,0.273,0,1
2022-07,102900005115762,283.614,0,556
2022-07,102900005115779,739.376,0,1799
2022-07,102900005115786,476.022,0,1010
2022-07,102900005115793,101.779,0,232
2022-07,102900005115823,159.45,0,396
2022-07,102900005115908,173.271,0,367
2022-07,102900005115946,104.096,0,243
2022-07,102900005115984,352.462,0,837
2022-07,102900005116219,23.105,0,87
2022-07,102900005116226,28.61,0,92
2022-07,102900005116233,38.81,0,180
2022-07,102900005116257,326.384,0,606
2022-07,102900005116509,104.433,0,166
2022-07,102900005116530,280.015,349,923
2022-07,102900005116714,1163.965,1,2632
2022-07,102900005116899,880.993,261,1297
2022-07,102900005116943,4.795999999999999,0,49
2022-07,102900005118817,100.43299999999999,0,282
2022-07,102900005118824,74.93,0,225
2022-07,102900005118831,2.0,0,2
2022-07,102900005119975,339.224,8,821
2022-07,102900005125808,30.308,0,293
2022-07,102900011000328,154.089,0,552
2022-07,102900011000335,0.509,0,1
2022-07,102900011000571,6.465,0,10
2022-07,102900011000861,12.36,0,104
2022-07,102900011001561,708.0,1,165
2022-07,102900011001691,19.198999999999998,0,49
2022-07,102900011001806,6.0,1,5
2022-07,102900011007044,1.0,1,0
2022-07,102900011007464,0.353,0,2
2022-07,102900011008164,220.621,0,542
2022-07,102900011013274,92.0,16,76
2022-07,102900011016701,724.7,0,2194
2022-07,102900011016909,1.563,0,3
2022-07,102900011022764,127.834,0,300
2022-07,102900011023464,172.645,0,471
2022-07,102900011027479,19.723,0,95
2022-07,102900011029305,13.869,0,72
2022-07,102900011030059,204.0,28,176
2022-07,102900011030097,146.0,40,106
2022-07,102900011030110,56.0,20,36
2022-07,102900011030134,44.0,10,34
2022-07,102900011030141,36.0,14,22
2022-07,102900011030608,2.0,1,1
2022-07,102900011030912,57.0,33,24
2022-07,102900011030929,61.0,18,43
2022-07,102900011031100,406.0,28,378
2022-07,102900011031582,78.0,19,59
2022-07,102900011031995,46.0,23,23
2022-07,102900011032022,183.0,32,149
2022-07,102900011032176,1.0,0,1
2022-07,102900011032206,65.0,15,50
2022-07,102900011032213,88.0,31,57
2022-07,102900011032220,51.0,17,34
2022-07,102900011032237,137.0,17,120
2022-07,102900011032244,49.0,13,36
2022-07,102900011032251,32.0,5,27
2022-07,102900011032343,15.607,14,23
2022-07,102900011032367,11.229000000000001,10,18
2022-07,102900011032732,2.407,1,9
2022-07,102900011032787,110.0,19,91
2022-07,102900011032848,51.0,10,41
2022-07,102900011033234,47.0,7,40
2022-07,102900011033906,448.409,3,552
2022-07,102900011033920,308.504,3,531
2022-07,102900011033937,88.06,47,150
2022-07,102900011033944,41.657,81,102
2022-07,102900011033975,5.1690000000000005,0,13
2022-07,102900011034026,336.066,50,526
2022-07,102900011034200,1.0,0,1
2022-07,102900011034217,23.0,7,16
2022-07,102900011034224,81.0,2,79
2022-07,102900011034231,63.0,9,54
2022-07,102900011034262,85.0,4,81
2022-07,102900011034330,374.0,101,271
2022-07,102900011034439,2.0,0,2
2022-07,102900011034569,21.0,12,9
2022-07,102900051000463,1.896,0,3
2022-07,102900051000944,157.953,0,441
2022-07,102900051004294,31.3,0,203
2022-07,102900051010455,428.995,0,727
2022-07,106949711300259,584.0,41,541
2022-07,106971533455008,50.0,11,39
2022-07,106973990980123,109.0,31,78
2022-08,102900005115762,49.25,0,94
2022-08,102900005115779,108.935,0,280
2022-08,102900005115786,7.077,0,18
2022-08,102900005115793,4.606,0,12
2022-08,102900005115823,1.765,0,7
2022-08,102900005115908,1.061,0,3
2022-08,102900005115946,81.193,0,200
2022-08,102900005115984,96.90100000000001,0,235
2022-08,102900005116257,68.127,1,130
2022-08,102900005116509,28.243000000000002,0,57
2022-08,102900005116530,133.663,0,661
2022-08,102900005116714,1656.343,3,3613
2022-08,102900005116790,4.239,0,1
2022-08,102900005116899,1224.735,2,1915
2022-08,102900005118817,11.042,0,34
2022-08,102900005118824,16.204,0,46
2022-08,102900005118831,1.0,0,1
2022-08,102900005119975,0.441,0,1
2022-08,102900011000328,53.298,0,152
2022-08,102900011001561,972.0,0,187
2022-08,102900011001691,31.401,0,71
2022-08,102900011001806,11.0,3,8
2022-08,102900011007044,10.0,0,10
2022-08,102900011008164,8.0,0,21
2022-08,102900011008522,274.243,3,334
2022-08,102900011011058,0.446,0,2
2022-08,102900011013274,37.0,5,32
2022-08,102900011016701,1350.496,4,3226
2022-08,102900011021842,30.0,1,29
2022-08,102900011022764,157.874,0,371
2022-08,102900011023464,2.273,0,7
2022-08,102900011030059,1744.0,141,1603
2022-08,102900011030097,1283.0,263,1019
2022-08,102900011030110,434.0,81,353
2022-08,102900011030134,321.0,108,213
2022-08,102900011030141,747.0,224,523
2022-08,102900011030608,4.0,0,4
2022-08,102900011030905,2.0,0,2
2022-08,102900011030912,279.0,89,190
2022-08,102900011030929,136.0,60,76
2022-08,102900011031100,863.0,97,758
2022-08,102900011031582,155.0,43,112
2022-08,102900011031858,1.0,0,1
2022-08,102900011031995,226.0,89,137
2022-08,102900011032022,721.0,98,622
2022-08,102900011032206,197.0,44,151
2022-08,102900011032213,121.0,41,80
2022-08,102900011032220,7.0,1,6
2022-08,102900011032237,423.0,59,364
2022-08,102900011032244,153.0,32,121
2022-08,102900011032251,474.0,123,351
2022-08,102900011032343,39.916000000000004,39,40
2022-08,102900011032367,50.646,29,85
2022-08,102900011032619,84.39,59,360
2022-08,102900011032732,140.93800000000002,111,428
2022-08,102900011032787,778.0,140,637
2022-08,102900011032848,131.0,29,102
2022-08,102900011033234,553.0,93,459
2022-08,102900011033906,845.633,34,847
2022-08,102900011033920,356.719,93,507
2022-08,102900011033937,201.192,104,361
2022-08,102900011033944,152.897,251,381
2022-08,102900011033975,151.916,10,409
2022-08,102900011033982,222.137,14,427
2022-08,102900011034026,799.098,170,1295
2022-08,102900011034200,288.0,77,211
2022-08,102900011034217,226.0,61,165
2022-08,102900011034224,825.0,148,677
2022-08,102900011034231,657.0,72,585
2022-08,102900011034262,4.0,0,4
2022-08,102900011034330,154.0,21,133
2022-08,102900011034439,239.0,36,203
2022-08,102900011034569,18.0,4,14
2022-08,102900011035078,40.648,41,107
2022-08,102900051000944,90.732,0,250
2022-08,102900051010455,428.784,0,682
2022-08,106949711300259,636.0,54,582
2022-08,106971533455008,15.0,4,11
2022-09,102900005115250,97.043,5,420
2022-09,102900005115625,3.381,0,11
2022-09,102900005115762,17.089,0,37
2022-09,102900005115779,42.577999999999996,0,119
2022-09,102900005115786,153.931,0,315
2022-09,102900005115793,12.402999999999999,0,25
2022-09,102900005115854,0.985,0,1
2022-09,102900005115878,83.443,0,203
2022-09,102900005115885,21.461000000000002,26,56
2022-09,102900005115946,57.082,0,129
2022-09,102900005116257,5.67,0,12
2022-09,102900005116530,74.377,40,298
2022-09,102900005116714,708.105,0,1622
2022-09,102900005116899,650.649,0,948
2022-09,102900005118817,9.583,0,26
2022-09,102900005118824,2.395,0,8
2022-09,102900005118831,21.0,0,21
2022-09,102900005119975,86.114,0,232
2022-09,102900011001561,236.0,0,44
2022-09,102900011006948,27.613,0,62
2022-09,102900011007044,5.0,1,4
2022-09,102900011008164,14.366,0,30
2022-09,102900011008522,212.987,28,255
2022-09,102900011009970,22.455000000000002,3,39
2022-09,102900011010891,4.465,0,7
2022-09,102900011013274,64.0,9,55
2022-09,102900011016701,535.987,0,1531
2022-09,102900011021842,441.0,74,366
2022-09,102900011022764,9.17,0,25
2022-09,102900011022849,161.1,0,337
2022-09,102900011023464,3.177,0,10
2022-09,102900011030059,1669.0,465,1204
2022-09,102900011030097,1153.0,367,786
2022-09,102900011030110,540.0,132,408
2022-09,102900011030134,307.0,111,196
2022-09,102900011030141,493.0,260,233
2022-09,102900011030905,142.0,12,130
2022-09,102900011030912,151.0,40,111
2022-09,102900011030929,95.0,39,56
2022-09,102900011031100,616.0,60,556
2022-09,102900011031582,181.0,38,143
2022-09,102900011031841,1.0,0,1
2022-09,102900011031995,224.0,97,127
2022-09,102900011032022,466.0,83,383
2022-09,102900011032206,26.0,6,20
2022-09,102900011032213,146.0,27,119
2022-09,102900011032237,266.0,33,233
2022-09,102900011032244,88.0,16,72
2022-09,102900011032251,570.0,66,503
2022-09,102900011032343,16.729,13,48
2022-09,102900011032367,37.873,25,108
2022-09,102900011032619,167.416,90,678
2022-09,102900011032732,135.863,261,361
2022-09,102900011032787,34.0,4,30
2022-09,102900011032848,131.0,18,113
2022-09,102900011033234,71.0,22,49
2022-09,102900011033241,32.0,1,31
2022-09,102900011033906,272.29200000000003,22,259
2022-09,102900011033920,248.506,90,412
2022-09,102900011033937,130.116,119,201
2022-09,102900011033944,147.26500000000001,204,369
2022-09,102900011033975,23.653,2,69
2022-09,102900011033982,61.844,5,138
2022-09,102900011033999,4.981000000000001,0,12
2022-09,102900011034026,748.04,274,1332
2022-09,102900011034200,48.0,14,33
2022-09,102900011034217,89.0,22,67
2022-09,102900011034224,911.0,179,732
2022-09,102900011034231,876.0,199,677
2022-09,102900011034262,2.0,2,0
2022-09,102900011034330,266.0,87,179
2022-09,102900011034439,131.0,19,112
2022-09,102900011034569,1.0,0,1
2022-09,102900011035078,58.004000000000005,26,225
2022-09,102900011035481,117.0,34,83
2022-09,102900011035511,98.551,20,153
2022-09,102900051010455,266.767,42,563
2022-09,106949711300167,163.0,22,141
2022-09,106949711300259,460.0,59,400
2022-10,102900005115250,0.576,0,1
2022-10,102900005115625,70.37,0,188
2022-10,102900005115779,61.549,0,157
2022-10,102900005115786,79.25,0,174
2022-10,102900005115793,13.795,0,32
2022-10,102900005115823,13.354,0,24
2022-10,102900005115854,1.158,0,2
2022-10,102900005115878,258.758,0,594
2022-10,102900005115908,5.526,0,14
2022-10,102900005115946,13.063,0,37
2022-10,102900005115984,9.644,0,26
2022-10,102900005116257,156.749,0,281
2022-10,102900005116509,0.401,0,1
2022-10,102900005116530,451.779,0,1602
2022-10,102900005116714,796.914,0,1679
2022-10,102900005116899,1347.935,4,1821
2022-10,102900005118817,22.243000000000002,0,66
2022-10,102900005118831,18.0,2,16
2022-10,102900005119104,10.0,1,9
2022-10,102900005119975,31.089,0,73
2022-10,102900005122654,29.042,2,65
2022-10,102900011000328,0.134,0,1
2022-10,102900011006948,0.442,0,1
2022-10,102900011007044,2.0,2,0
2022-10,102900011008164,39.856,0,90
2022-10,102900011008522,117.5,4,148
2022-10,102900011013274,94.0,3,91
2022-10,102900011016701,1131.029,0,2830
2022-10,102900011021842,617.0,226,391
2022-10,102900011022849,312.567,0,573
2022-10,102900011023464,23.969,0,49
2022-10,102900011030059,1879.0,336,1535
2022-10,102900011030097,1122.0,212,910
2022-10,102900011030110,857.0,212,645
2022-10,102900011030134,216.0,56,160
2022-10,102900011030141,369.0,115,254
2022-10,102900011030905,36.0,0,36
2022-10,102900011030912,304.0,126,178
2022-10,102900011030929,156.0,70,86
2022-10,102900011031100,1001.0,93,908
2022-10,102900011031582,169.0,31,138
2022-10,102900011031926,130.0,41,89
2022-10,102900011031995,142.0,64,78
2022-10,102900011032022,484.0,149,335
2022-10,102900011032213,90.0,23,67
2022-10,102900011032237,69.0,0,69
2022-10,102900011032244,114.0,16,98
2022-10,102900011032251,920.0,159,761
2022-10,102900011032343,15.411999999999999,19,66
2022-10,102900011032367,16.338,24,67
2022-10,102900011032619,159.299,2,674
2022-10,102900011032732,58.186,92,169
2022-10,102900011032848,193.0,52,141
2022-10,102900011033906,629.03,18,592
2022-10,102900011033920,343.48,62,587
2022-10,102900011033937,21.984,4,73
2022-10,102900011033944,167.041,317,322
2022-10,102900011033975,0.402,0,1
2022-10,102900011033982,0.347,0,1
2022-10,102900011034026,725.849,286,1302
2022-10,102900011034200,58.0,29,29
2022-10,102900011034224,729.0,131,598
2022-10,102900011034231,1073.0,153,913
2022-10,102900011034330,6.0,0,6
2022-10,102900011034439,152.0,12,140
2022-10,102900011035078,71.752,29,300
2022-10,102900011035481,10.0,4,6
2022-10,102900011035511,84.068,6,141
2022-10,102900011035764,61.828,16,79
2022-10,102900011035771,56.706,11,146
2022-10,102900011035788,107.0,0,107
2022-10,102900051010455,202.318,0,358
2022-10,102900051010790,0.4769999999999998,1,2
2022-10,106949711300259,2283.0,106,2176
2022-11,102900005115250,0.377,0,1
2022-11,102900005115625,44.004,0,95
2022-11,102900005115779,113.996,0,257
2022-11,102900005115786,6.33,0,16
2022-11,102900005115823,40.872,0,89
2022-11,102900005115854,9.742,0,14
2022-11,102900005115878,236.62800000000001,0,533
2022-11,102900005115908,21.792,0,49
2022-11,102900005115960,11.732,0,6
2022-11,102900005115977,18.462,0,78
2022-11,102900005115984,64.574,0,152
2022-11,102900005116226,2.17,0,6
2022-11,102900005116233,4.149,0,14
2022-11,102900005116257,244.563,0,424
2022-11,102900005116509,7.999,1,9
2022-11,102900005116530,491.167,0,1573
2022-11,102900005116547,9.986,0,24
2022-11,102900005116714,748.2860000000001,0,1448
2022-11,102900005116790,34.522999999999996,0,38
2022-11,102900005116806,75.127,0,176
2022-11,102900005116899,835.207,0,980
2022-11,102900005118572,3.125,0,7
2022-11,102900005118817,59.858,0,154
2022-11,102900005118831,831.0,143,675
2022-11,102900005122654,168.721,0,298
2022-11,102900005125815,0.645,0,1
2022-11,102900011000328,6.663,0,15
2022-11,102900011000571,124.412,0,170
2022-11,102900011007044,11.0,0,11
2022-11,102900011007464,0.7579999999999999,3,2
2022-11,102900011008164,137.718,42,246
2022-11,102900011012482,28.0,11,17
2022-11,102900011013274,62.0,4,58
2022-11,102900011016701,1262.4569999999999,0,2579
2022-11,102900011021644,15.0,15,0
2022-11,102900011021842,471.0,15,455
2022-11,102900011022849,290.126,0,451
2022-11,102900011023464,47.125,0,101
2022-11,102900011027479,4.254,0,15
2022-11,102900011030059,832.0,68,763
2022-11,102900011030097,295.0,46,249
2022-11,102900011030110,406.0,44,362
2022-11,102900011030134,223.0,42,181
2022-11,102900011030141,228.0,32,196
2022-11,102900011030905,46.0,10,36
2022-11,102900011030912,253.0,85,168
2022-11,102900011030929,94.0,50,44
2022-11,102900011031100,614.0,35,579
2022-11,102900011031582,98.0,33,65
2022-11,102900011031841,1.0,0,1
2022-11,102900011031926,89.0,19,70
2022-11,102900011031995,20.0,10,10
2022-11,102900011032022,318.0,44,274
2022-11,102900011032213,63.0,24,39
2022-11,102900011032237,144.0,2,142
2022-11,102900011032244,100.0,24,76
2022-11,102900011032251,644.0,55,589
2022-11,102900011032343,1.1219999999999999,0,6
2022-11,102900011032367,8.548,2,39
2022-11,102900011032619,0.251,0,1
2022-11,102900011032732,30.73,34,103
2022-11,102900011032848,139.0,25,114
2022-11,102900011033906,931.901,0,675
2022-11,102900011033920,277.074,8,511
2022-11,102900011033937,1.447,0,3
2022-11,102900011033944,86.152,125,215
2022-11,102900011033975,0.402,0,1
2022-11,102900011034026,591.505,73,1298
2022-11,102900011034224,360.0,56,304
2022-11,102900011034231,494.0,92,401
2022-11,102900011034439,63.0,17,46
2022-11,102900011035078,48.125,37,164
2022-11,102900011035511,6.418,0,13
2022-11,102900011035764,43.613,2,62
2022-11,102900011035771,39.891,4,116
2022-11,102900011035788,103.0,8,95
2022-11,102900011035962,11.398,0,19
2022-11,106949711300259,1983.0,12,1968
2022-11,106971533455008,2.0,0,2
2022-12,102900005115250,1.4,0,7
2022-12,102900005115625,3.2649999999999997,0,12
2022-12,102900005115779,16.447,0,37
2022-12,102900005115823,0.218,0,1
2022-12,102900005115878,157.434,0,378
2022-12,102900005115977,4.923,0,31
2022-12,102900005115984,0.532,0,1
2022-12,102900005116257,205.94,0,419
2022-12,102900005116509,5.2509999999999994,0,9
2022-12,102900005116530,350.956,0,1315
2022-12,102900005116714,585.803,0,1106
2022-12,102900005116790,0.927,0,1
2022-12,102900005116806,25.621,0,63
2022-12,102900005116837,0.513,0,1
2022-12,102900005116899,870.376,0,976
2022-12,102900005118817,185.485,0,490
2022-12,102900005118831,1026.0,43,981
2022-12,102900005122654,123.214,0,218
2022-12,102900011000328,16.822,0,44
2022-12,102900011000571,75.603,0,92
2022-12,102900011006948,0.301,0,1
2022-12,102900011007044,38.0,0,38
2022-12,102900011007464,2.859,1,19
2022-12,102900011007471,0.7090000000000001,0,5
2022-12,102900011008164,58.705999999999996,0,144
2022-12,102900011009277,73.105,0,130
2022-12,102900011010891,33.441,0,61
2022-12,102900011012482,30.0,2,28
2022-12,102900011013274,87.0,7,80
2022-12,102900011016701,959.157,0,2027
2022-12,102900011021842,604.0,34,569
2022-12,102900011022849,493.84299999999996,0,777
2022-12,102900011023464,40.06,1,92
2022-12,102900011030059,864.0,65,795
2022-12,102900011030097,450.0,53,397
2022-12,102900011030134,227.0,44,183
2022-12,102900011030141,240.0,21,218
2022-12,102900011030905,16.0,2,14
2022-12,102900011030912,213.0,28,185
2022-12,102900011030929,52.0,11,41
2022-12,102900011031100,685.0,6,679
2022-12,102900011031216,1.0,0,1
2022-12,102900011031926,111.0,2,109
2022-12,102900011032022,409.0,61,348
2022-12,102900011032213,36.0,4,32
2022-12,102900011032237,97.0,0,97
2022-12,102900011032244,47.0,0,47
2022-12,102900011032251,891.0,42,849
2022-12,102900011032350,7.963,3,39
2022-12,102900011032367,0.167,0,1
2022-12,102900011032619,0.254,0,1
2022-12,102900011032732,9.452,5,43
2022-12,102900011032848,164.0,13,151
2022-12,102900011033906,1552.181,0,1321
2022-12,102900011033920,186.087,1,295
2022-12,102900011033937,5.12,0,10
2022-12,102900011033944,103.627,51,336
2022-12,102900011033975,1.915,0,5
2022-12,102900011034026,561.422,86,1303
2022-12,102900011034224,410.0,18,390
2022-12,102900011034231,398.0,55,339
2022-12,102900011034330,367.0,26,339
2022-12,102900011034439,20.0,0,20
2022-12,102900011035078,31.25,3,142
2022-12,102900011035511,79.636,7,137
2022-12,102900011035764,53.135,2,67
2022-12,102900011035771,45.729,5,122
2022-12,102900011035788,52.0,0,52
2022-12,102900011036068,12.0,4,8
2022-12,102900051004294,3.978,0,13
2022-12,102900051010455,0.161,1,0
2022-12,106930274620090,93.0,0,93
2022-12,106949711300259,1674.0,45,1627
2023-01,102900005115250,0.081,0,1
2023-01,102900005115762,1.053,0,3
2023-01,102900005115779,54.188,0,117
2023-01,102900005115786,2.272,0,7
2023-01,102900005115793,3.434,3,9
2023-01,102900005115823,64.771,0,117
2023-01,102900005115878,170.243,0,432
2023-01,102900005115908,17.357999999999997,0,34
2023-01,102900005115960,32.448,0,40
2023-01,102900005115984,31.465,0,61
2023-01,102900005116219,0.192,0,1
2023-01,102900005116233,380.682,0,979
2023-01,102900005116257,558.717,0,1039
2023-01,102900005116509,94.94500000000001,0,174
2023-01,102900005116530,523.24,0,1836
2023-01,102900005116547,84.15,0,252
2023-01,102900005116714,907.7339999999999,0,1675
2023-01,102900005116899,895.275,0,998
2023-01,102900005117209,41.262,0,130
2023-01,102900005118817,257.406,0,607
2023-01,102900005118831,1033.0,93,937
2023-01,102900005122654,842.201,0,1275
2023-01,102900005123880,21.719,0,70
2023-01,102900005125808,63.278999999999996,0,332
2023-01,102900011000328,237.265,0,531
2023-01,102900011001219,14.294,0,48
2023-01,102900011001806,1.0,0,1
2023-01,102900011007044,39.0,6,33
2023-01,102900011007464,2.169,1,28
2023-01,102900011008164,185.377,0,411
2023-01,102900011009277,270.027,0,453
2023-01,102900011009970,80.027,0,115
2023-01,102900011010891,35.793,0,61
2023-01,102900011012482,26.0,9,17
2023-01,102900011012994,51.0,0,50
2023-01,102900011013274,163.0,5,158
2023-01,102900011016701,1220.1960000000001,0,2637
2023-01,102900011021842,837.0,62,736
2023-01,102900011022849,99.255,0,159
2023-01,102900011023464,99.11,10,277
2023-01,102900011027479,40.247,0,144
2023-01,102900011029299,5.6819999999999995,1,23
2023-01,102900011029305,12.933,8,46
2023-01,102900011030059,1077.0,108,969
2023-01,102900011030097,674.0,36,638
2023-01,102900011030110,251.0,13,238
2023-01,102900011030134,180.0,56,124
2023-01,102900011030141,222.0,53,169
2023-01,102900011030400,3.0,3,0
2023-01,102900011030417,3.0,3,0
2023-01,102900011030905,123.0,5,118
2023-01,102900011030912,3.0,0,3
2023-01,102900011030929,89.0,32,57
2023-01,102900011031100,1206.0,30,1176
2023-01,102900011031582,12.0,2,10
2023-01,102900011031926,204.0,8,196
2023-01,102900011032022,372.0,53,319
2023-01,102900011032213,33.0,3,30
2023-01,102900011032237,227.0,7,220
2023-01,102900011032244,100.0,4,96
2023-01,102900011032251,753.0,68,685
2023-01,102900011032343,27.858999999999998,0,71
2023-01,102900011032350,23.479,4,99
2023-01,102900011032367,33.472,0,89
2023-01,102900011032732,19.342,18,71
2023-01,102900011032848,114.0,13,101
2023-01,102900011033906,1253.799,1,1453
2023-01,102900011033920,28.889,3,59
2023-01,102900011033944,147.274,79,424
2023-01,102900011033975,7.0649999999999995,5,12
2023-01,102900011034026,495.326,59,992
2023-01,102900011034224,563.0,76,487
2023-01,102900011034231,252.0,9,243
2023-01,102900011034330,573.0,90,483
2023-01,102900011034439,87.0,0,87
2023-01,102900011034538,1.0,0,1
2023-01,102900011034705,8.0,5,3
2023-01,102900011035078,57.026,0,243
2023-01,102900011035511,80.127,23,132
2023-01,102900011035740,43.0,0,43
