,销量(千克),销量(千克),销量(千克),销量(千克),销量(千克),销量(千克),平均销量(千克),平均销量(千克),平均销量(千克),平均销量(千克),平均销量(千克),平均销量(千克)
2021-07-10,14.838,176.065,70.59,49.929,52.771,41.077,4.946,9.266578947368421,35.295,12.48225,5.2771,3.423083333333333
2021-07-11,14.099,212.957,75.634,40.365,39.195,38.382000000000005,4.699666666666666,12.526882352941175,37.817,13.455,3.9195,3.8382000000000005
2021-07-12,7.559,140.305,24.48,24.025000000000002,42.472,24.08,1.88975,8.253235294117648,12.24,8.008333333333335,4.719111111111111,2.6755555555555555
2021-07-13,7.123,149.772,47.258,28.125,24.628999999999998,18.59,1.78075,9.9848,23.629,9.375,2.7365555555555554,2.32375
2021-07-14,14.182,163.863,50.126999999999995,20.281,51.339,43.512,2.8364000000000003,10.2414375,25.063499999999998,5.07025,5.7043333333333335,3.626
2021-07-15,5.779999999999999,141.75,27.631999999999998,17.221,48.957,29.008,1.9266666666666665,8.338235294117647,13.815999999999999,5.740333333333333,4.8957,2.9008
2021-07-16,23.636,236.055,39.074,53.379999999999995,57.94799999999999,47.644,4.7272,14.7534375,19.537,13.344999999999999,5.268,4.331272727272727
2021-07-17,27.115000000000002,223.655,79.35300000000001,29.918,60.20399999999999,46.115,5.423,13.156176470588235,39.676500000000004,5.9836,5.0169999999999995,5.123888888888889
2021-07-18,30.138,234.028,60.81,31.604,67.134,43.166000000000004,6.0276000000000005,11.7014,30.405,6.3208,6.103090909090909,4.3166
2021-07-19,15.754,174.827,34.935,19.986,40.146,40.629,3.9385,9.71261111111111,17.4675,4.9965,4.460666666666667,4.514333333333333
2021-07-20,12.511999999999999,152.362,46.461,19.324,40.886,27.025000000000002,4.1706666666666665,7.6181,23.2305,3.8648000000000002,3.716909090909091,3.002777777777778
2021-07-21,18.057,152.653,52.983,22.554000000000002,58.081,36.182,4.51425,6.938772727272727,26.4915,5.6385000000000005,4.840083333333333,3.015166666666667
2021-07-22,17.843,154.625,34.223,26.636,56.815,31.031,5.947666666666667,7.028409090909091,17.1115,6.659,4.734583333333333,3.878875
2021-07-23,13.844,150.636,38.509,19.1,45.059999999999995,28.61,4.6146666666666665,7.5318,19.2545,6.366666666666667,4.096363636363636,3.178888888888889
2021-07-24,32.222,206.923,50.974000000000004,37.029,82.893,35.038,10.740666666666668,12.9326875,25.487000000000002,9.25725,6.90775,2.919833333333333
2021-07-25,24.134,248.502,60.229,29.736,72.38499999999999,36.532,12.067,15.531375,30.1145,7.434,7.238499999999999,4.059111111111111
2021-07-26,16.444,155.365,25.066,16.386,47.928000000000004,30.861,5.481333333333333,9.7103125,12.533,5.462,7.988,3.4290000000000003
2021-07-27,33.891,189.082,53.678,20.927,54.649,29.008000000000003,11.296999999999999,11.122470588235293,26.839,5.23175,5.4649,3.2231111111111113
2021-07-28,32.418,205.803,58.303,15.551,63.485,35.805,10.806,10.831736842105263,29.1515,3.88775,5.7713636363636365,3.255
2021-07-29,17.107,193.613,31.376,59.522000000000006,33.377,26.28,8.5535,11.389,15.688,14.880500000000001,2.781416666666667,2.628
2021-07-30,20.72,214.155,43.631,33.845,50.32099999999999,28.865000000000002,6.906666666666666,10.70775,21.8155,11.281666666666666,5.032099999999999,2.8865000000000003
2021-07-31,23.282,255.972,47.858999999999995,24.536,57.015,44.567,7.760666666666666,13.47221052631579,23.929499999999997,6.134,5.183181818181819,4.4567
2021-08-01,36.228,251.27100000000002,66.798,20.536,76.324,42.984,12.076,13.9595,66.798,6.8453333333333335,6.360333333333333,5.373
2021-08-02,22.943,283.115,24.162,35.577,79.129,57.648,11.4715,17.6946875,24.162,8.89425,7.193545454545455,5.240727272727273
2021-08-03,27.549,264.825,20.641,48.443999999999996,55.900999999999996,42.284,9.183,14.712499999999999,10.3205,12.110999999999999,5.5901,4.2284
2021-08-04,22.617,313.269,14.278,33.147,89.04,50.028,11.3085,20.8846,7.139,8.28675,8.094545454545456,5.0028
2021-08-05,15.634,245.94400000000002,26.637999999999998,29.119999999999997,65.069,58.355000000000004,7.817,15.371500000000001,13.318999999999999,7.279999999999999,6.5069,5.305000000000001
2021-08-06,22.376,189.756,28.948,20.331,51.047999999999995,51.397,7.458666666666667,11.162117647058823,14.474,5.08275,4.640727272727272,4.672454545454546
2021-08-07,28.627,232.089,40.416,23.784,69.382,53.974,9.542333333333334,14.5055625,40.416,5.946,7.7091111111111115,4.906727272727273
2021-08-08,24.273,265.775,50.406,32.192,54.567,57.351,8.091,15.633823529411764,50.406,10.730666666666666,6.063,5.7351
2021-08-09,19.711000000000002,234.344,56.607,31.015,61.457,41.987,9.855500000000001,13.784941176470587,56.607,7.75375,6.1457,3.817
2021-08-10,24.532,193.189,11.233,22.361,66.971,39.230000000000004,8.177333333333333,11.364058823529412,5.6165,5.59025,8.371375,3.9230000000000005
2021-08-11,20.738,225.45,1.054,25.757,61.666,44.244,10.369,14.090625,1.054,6.43925,6.8517777777777775,4.022181818181818
2021-08-12,28.536,275.876,12.870000000000001,37.175,83.793,52.714,14.268,16.227999999999998,6.4350000000000005,9.29375,7.617545454545455,4.792181818181818
2021-08-13,37.722,274.08,3.504,49.079,88.147,57.871,37.722,16.12235294117647,3.504,12.26975,6.780538461538462,5.261
2021-08-14,27.112,281.13,16.528,35.09,96.491,74.363,27.112,16.53705882352941,16.528,8.7725,9.6491,6.760272727272727
2021-08-15,49.471000000000004,297.827,8.103,31.244999999999997,78.349,61.545,24.735500000000002,19.855133333333335,8.103,7.811249999999999,7.8349,5.595
2021-08-16,50.533,190.57299999999998,6.045,24.663,52.116,41.091,25.2665,10.587388888888889,6.045,8.221,5.790666666666667,4.565666666666667
2021-08-17,56.144999999999996,183.216,9.498,28.565,59.86000000000001,57.879,28.072499999999998,13.086857142857143,9.498,7.14125,6.651111111111112,5.261727272727272
2021-08-18,54.55,185.59,8.645,25.035,54.410000000000004,38.636,27.275,10.917058823529413,4.3225,6.25875,6.045555555555556,4.292888888888889
2021-08-19,28.569,183.245,8.906,31.477999999999998,50.98800000000001,35.688,14.2845,10.779117647058824,8.906,7.8694999999999995,5.665333333333334,3.5688000000000004
2021-08-20,27.29,195.116,47.274,25.752,47.075,42.358000000000004,13.645,10.839777777777778,23.637,6.438,3.922916666666667,4.2358
2021-08-21,37.692,241.956,34.9,33.887,67.62899999999999,70.575,18.846,14.23270588235294,17.45,8.47175,5.635749999999999,7.0575
2021-08-22,51.313,281.156,1.546,21.861,94.447,60.822,25.6565,17.57225,1.546,5.46525,7.870583333333333,7.60275
2021-08-23,38.788,178.374,4.509,29.713,15.773,40.53,19.394,11.8916,4.509,7.42825,1.971625,4.053
2021-08-24,31.616,168.012,9.207,22.695,53.891000000000005,43.365,15.808,9.883058823529412,9.207,5.67375,4.490916666666667,4.3365
2021-08-25,35.363,145.216,2.219,27.139,53.903,34.177,17.6815,9.681066666666668,1.1095,6.78475,5.3903,3.4177
2021-08-26,63.126,255.505,5.452,34.842,61.124,49.747,31.563,15.02970588235294,2.726,11.613999999999999,5.556727272727273,4.522454545454545
2021-08-27,56.396,259.053,19.567999999999998,33.381,64.045,61.288,28.198,16.1908125,9.783999999999999,8.34525,7.1161111111111115,5.5716363636363635
2021-08-28,49.574,244.915,35.501999999999995,34.078,75.85,61.493,24.787,14.406764705882352,17.750999999999998,8.5195,6.895454545454545,5.124416666666667
2021-08-29,55.375,229.082,56.181,39.917,81.325,65.999,27.6875,13.475411764705882,28.0905,9.97925,7.3931818181818185,5.076846153846153
2021-08-30,40.952999999999996,178.587,48.287000000000006,41.208,65.327,47.989,20.476499999999998,10.505117647058823,24.143500000000003,10.302,5.4439166666666665,4.362636363636363
2021-08-31,31.335,165.821,42.879,39.432,66.341,42.531,15.6675,9.754176470588234,21.4395,9.858,5.528416666666666,3.866454545454545
2021-09-01,47.449,177.642,8.003,27.264000000000003,44.769,61.883,23.7245,9.869,8.003,6.816000000000001,4.069909090909091,6.1883
2021-09-02,45.638,161.364,27.869,24.511,44.128,40.494,22.819,8.964666666666666,27.869,6.12775,4.011636363636364,3.6812727272727273
2021-09-03,54.833999999999996,149.219,24.967,20.685000000000002,42.436,46.246,27.416999999999998,8.289944444444444,24.967,5.171250000000001,3.264307692307692,3.8538333333333337
2021-09-04,66.40899999999999,221.353,32.878,26.823,90.712,78.639,33.204499999999996,12.29738888888889,32.878,6.70575,7.559333333333334,6.553249999999999
2021-09-05,58.946,238.552,51.129,30.823,63.285,74.857,29.473,13.252888888888888,25.5645,7.70575,4.868076923076923,7.4857
2021-09-06,33.471,191.936,34.751,20.716,42.718,37.744,16.7355,10.663111111111112,34.751,5.179,3.2860000000000005,3.1453333333333333
2021-09-07,34.141999999999996,163.316,23.172,19.175,45.236,44.438,17.070999999999998,9.07311111111111,23.172,4.79375,4.5236,3.7031666666666667
2021-09-08,38.571,161.268,15.183,16.32,36.083000000000006,42.227,19.2855,9.48635294117647,15.183,4.08,2.775615384615385,3.5189166666666662
2021-09-09,39.028,120.989,14.255,12.804,39.957,41.997,13.009333333333332,6.721611111111112,7.1275,3.201,3.6324545454545456,3.8179090909090907
2021-09-10,43.851,133.882,24.651,13.491,36.978,35.582,14.616999999999999,7.437888888888889,24.651,3.37275,3.0815,3.5582000000000003
2021-09-11,67.53200000000001,257.43,18.06,26.026,53.879999999999995,62.394000000000005,22.51066666666667,14.301666666666668,9.03,6.5065,4.8981818181818175,5.672181818181818
2021-09-12,57.208,275.532,32.063,34.906,52.389,57.278,19.069333333333333,15.307333333333332,32.063,8.7265,5.821000000000001,5.207090909090909
2021-09-13,29.936999999999998,152.695,11.356,26.428,46.013999999999996,31.415,14.968499999999999,8.483055555555556,11.356,6.607,6.573428571428571,3.926875
2021-09-14,41.431000000000004,163.291,10.777,24.411,34.598,35.185,13.810333333333334,8.594263157894737,10.777,6.10275,4.942571428571428,3.5185000000000004
2021-09-15,32.841,150.327,12.702,20.887,33.653,35.282,10.947000000000001,7.51635,12.702,5.22175,4.807571428571428,3.5281999999999996
2021-09-16,35.964999999999996,97.458,9.283,28.808,33.706,38.913,11.988333333333332,5.129368421052631,9.283,9.602666666666666,4.21325,3.8912999999999998
2021-09-17,31.276,128.348,13.163,22.689,30.378,33.650999999999996,10.425333333333333,6.7551578947368425,13.163,5.67225,3.79725,2.8042499999999997
2021-09-18,34.827,134.812,35.325,25.935000000000002,45.049,41.645,11.609,7.095368421052632,35.325,8.645000000000001,5.631125,3.785909090909091
2021-09-19,93.77,217.32,51.647,46.835,75.51100000000001,113.493,31.256666666666664,11.437894736842106,51.647,11.70875,6.8646363636363645,10.317545454545455
2021-09-20,94.882,224.8,70.42599999999999,40.869,88.648,92.289,31.627333333333336,11.24,35.212999999999994,10.21725,8.05890909090909,8.389909090909091
2021-09-21,94.155,239.76999999999998,56.3,32.473,100.446,81.116,31.385,12.619473684210526,56.3,8.11825,10.044599999999999,7.374181818181818
2021-09-22,30.22,138.42000000000002,39.227,31.009,50.963,36.948,10.073333333333332,7.690000000000001,39.227,7.75225,5.0963,3.079
2021-09-23,19.216,107.29,27.567,22.845,45.501000000000005,33.475,6.405333333333334,5.960555555555556,27.567,5.71125,4.5501000000000005,3.0431818181818184
2021-09-24,32.314,104.729,8.431000000000001,15.310000000000002,40.147,40.365,10.771333333333333,5.818277777777777,8.431000000000001,5.103333333333334,4.0146999999999995,3.669545454545455
2021-09-25,43.444,186.971,48.621,36.043,77.276,38.452,21.722,10.387277777777777,48.621,12.014333333333333,7.7276,4.8065
2021-09-26,48.868,150.342,2.299,28.75,46.272,27.192,24.434,8.352333333333334,2.299,7.1875,5.141333333333333,5.4384
2021-09-27,42.394999999999996,96.875,4.863,11.333,32.674,12.762,21.197499999999998,5.381944444444445,4.863,2.83325,2.7228333333333334,4.2540000000000004
2021-09-28,33.697,104.01,12.669,19.695999999999998,34.777,21.671,16.8485,6.118235294117647,6.3345,4.9239999999999995,3.1615454545454544,5.41775
2021-09-29,39.563,113.135,23.336,14.816,50.474,15.119,13.187666666666667,6.285277777777778,23.336,3.704,4.5885454545454545,5.039666666666666
2021-09-30,38.451,106.123,34.511,18.756999999999998,37.589000000000006,22.234,19.2255,5.895722222222222,34.511,4.6892499999999995,4.698625000000001,7.411333333333334
2021-10-01,69.809,205.461,57.402,36.474,81.648,45.217,23.269666666666666,12.08594117647059,57.402,9.1185,9.072,22.6085
2021-10-02,61.246,171.744,40.743,31.974,67.466,38.088,30.623,10.102588235294117,40.743,7.9935,8.43325,12.696
2021-10-03,52.697,176.123,41.993,27.064999999999998,37.899,43.269999999999996,26.3485,9.784611111111111,41.993,6.766249999999999,3.7899000000000003,14.423333333333332
2021-10-04,40.08,172.9,40.928,20.632,70.16499999999999,38.497,13.36,10.170588235294119,40.928,5.158,7.016499999999999,12.832333333333333
2021-10-05,53.813,183.026,51.957,36.423,74.013,33.416,26.9065,11.439125,51.957,9.10575,7.401300000000001,8.354
2021-10-06,50.852,265.796,42.165,24.095,79.233,55.723,25.426,13.989263157894737,42.165,6.02375,8.803666666666667,9.287166666666666
2021-10-07,51.57,183.783,23.278,20.343000000000004,62.908,45.794,25.785,9.67278947368421,23.278,5.085750000000001,6.989777777777778,15.264666666666665
2021-10-08,49.695,138.652,19.823,23.041,65.80499999999999,50.073,16.565,8.155999999999999,19.823,5.76025,8.225624999999999,16.691
2021-10-09,41.198,133.096,22.222,16.791999999999998,61.377,33.34,13.732666666666667,7.005052631578947,22.222,4.1979999999999995,7.672125,11.113333333333335
2021-10-10,58.704,263.384,41.877,24.273,111.30600000000001,78.23400000000001,29.352,15.493176470588237,41.877,6.06825,12.367333333333335,15.646800000000002
2021-10-11,45.351,88.447,4.407,14.559999999999999,64.75500000000001,26.96,22.6755,4.913722222222223,4.407,3.6399999999999997,9.250714285714286,6.74
2021-10-12,29.953000000000003,100.028,18.627,12.799000000000001,57.257,38.769,14.976500000000001,5.884,18.627,3.1997500000000003,7.157125,7.7538
2021-10-13,36.526,89.902,16.528,11.277000000000001,44.341,39.51,36.526,5.288352941176471,16.528,2.8192500000000003,5.542625,7.901999999999999
2021-10-14,38.263999999999996,77.809,14.852,10.190999999999999,38.431,28.438000000000002,19.131999999999998,4.095210526315789,14.852,5.0954999999999995,4.803875,7.109500000000001
2021-10-15,65.659,146.297,23.991,10.811,54.93300000000001,84.89,21.886333333333337,7.699842105263158,11.9955,2.70275,5.4933000000000005,16.978
2021-10-16,54.821,273.582,36.28,14.772,93.373,73.514,18.273666666666667,14.399052631578947,36.28,4.924,9.3373,14.7028
2021-10-17,56.019999999999996,163.589,26.795,13.639,64.30799999999999,65.816,18.673333333333332,8.17945,26.795,3.40975,7.145333333333332,13.1632
2021-10-18,44.513,84.784,20.606,10.502,40.29,30.066000000000003,22.2565,4.9872941176470595,10.303,2.6255,4.476666666666667,7.516500000000001
2021-10-19,42.738,78.684,16.958,8.766,40.052,32.2,14.246,4.371333333333333,16.958,2.922,5.0065,8.05
2021-10-20,41.248000000000005,109.339,25.154,8.978,43.480000000000004,41.873,20.624000000000002,6.074388888888889,25.154,2.2445,5.4350000000000005,10.46825
2021-10-21,46.91,79.858,11.947,11.262,29.336,38.753,46.91,4.697529411764706,11.947,2.8155,3.667,9.68825
2021-10-22,45.315,75.936,16.412,5.062,30.078,40.039,22.6575,4.746,16.412,2.531,3.342,13.346333333333334
2021-10-23,61.274,100.678,18.086,9.346,51.363,87.828,20.424666666666667,5.922235294117647,18.086,4.673,5.707,21.957
2021-10-24,47.917,101.014,9.108,11.389,41.481,55.632000000000005,23.9585,6.313375,9.108,2.84725,5.185125,13.908000000000001
2021-10-25,33.696000000000005,48.556,8.749,7.279,27.46,46.731,16.848000000000003,3.03475,8.749,2.4263333333333335,3.051111111111111,15.577
2021-10-26,37.215999999999994,66.948,12.041,8.68,35.664,48.637,18.607999999999997,4.18425,12.041,2.17,5.094857142857143,9.7274
2021-10-27,36.161,94.727,15.305,6.836,32.692,35.369,36.161,6.315133333333334,15.305,2.2786666666666666,4.0865,8.84225
2021-10-28,37.949,80.941,6.449,3.122,25.502,31.659,37.949,5.0588125,6.449,1.0406666666666666,2.8335555555555554,10.552999999999999
2021-10-29,40.045,89.73,13.574,11.123999999999999,25.203,47.926,40.045,5.608125,13.574,3.7079999999999997,3.150375,15.975333333333333
2021-10-30,59.756,140.981,17.279,12.133,26.181,79.731,29.878,8.293,17.279,4.044333333333333,3.272625,26.576999999999998
2021-10-31,55.961,92.342,28.424,8.639000000000001,35.237,75.305,55.961,5.771375,28.424,2.1597500000000003,4.404625,10.757857142857144
2021-11-01,44.316,60.969,26.24,10.293000000000001,23.438999999999997,40.999,44.316,3.8105625,26.24,3.4310000000000005,3.348428571428571,8.1998
2021-11-02,39.893,68.05499999999999,25.844,13.551,25.556,49.667,39.893,3.780833333333333,25.844,3.38775,3.650857142857143,9.9334
2021-11-03,39.941,50.572,27.868,5.176,25.358999999999998,82.957,39.941,2.974823529411765,27.868,1.294,4.2265,16.5914
2021-11-04,42.366,64.051,23.879,12.227,24.241,61.122,21.183,4.270066666666667,23.879,4.075666666666667,3.030125,12.2244
2021-11-05,58.696,83.867,37.479,6.524,37.123000000000005,104.608,58.696,4.659277777777778,18.7395,2.1746666666666665,4.640375000000001,26.152
2021-11-06,63.927,108.548,28.063,9.658000000000001,35.493,128.993,31.9635,6.78425,28.063,3.2193333333333336,5.070428571428572,25.7986
2021-11-07,64.62200000000001,145.887,35.638000000000005,14.185,46.669,155.029,32.31100000000001,9.7258,35.638000000000005,3.54625,7.7781666666666665,31.0058
2021-11-08,58.811,66.376,28.296,10.661999999999999,24.775000000000002,58.55799999999999,19.603666666666665,3.687555555555556,28.296,3.554,4.129166666666667,14.639499999999998
2021-11-09,43.617000000000004,44.867,27.933,3.419,23.625999999999998,52.288000000000004,21.808500000000002,2.639235294117647,27.933,3.419,3.375142857142857,13.072000000000001
2021-11-10,49.851,49.063,27.656,3.044,28.642,48.096000000000004,24.9255,3.270866666666667,27.656,1.522,4.091714285714286,12.024000000000001
2021-11-11,35.903,48.787,13.156,3.602,22.692,47.256,11.967666666666666,2.8698235294117644,13.156,1.2006666666666665,3.2417142857142855,11.814
2021-11-12,50.696,51.422,18.935,10.337,25.182000000000002,55.135999999999996,25.348,3.4281333333333333,18.935,3.4456666666666664,4.197,13.783999999999999
2021-11-13,55.708,70.452,20.049,10.383,28.791999999999998,57.321,18.569333333333333,4.6968,20.049,3.461,4.798666666666667,14.33025
2021-11-14,53.547,99.456,30.582,14.612,39.412,71.072,17.849,6.216,30.582,4.870666666666667,5.630285714285714,17.768
2021-11-15,28.879,42.62,12.677,7.194,29.577,36.29,28.879,3.044285714285714,12.677,2.398,4.2252857142857145,9.0725
2021-11-16,19.63,53.515,12.525,2.834,27.575,36.118,19.63,3.8225000000000002,12.525,0.9446666666666667,3.939285714285714,9.0295
2021-11-17,34.26,45.689,15.791,7.203,23.355,44.036,17.13,3.045933333333333,15.791,2.4010000000000002,2.919375,11.009
2021-11-18,21.426,41.864000000000004,6.018,3.246,16.566,35.182,21.426,2.6165000000000003,6.018,1.082,2.3665714285714285,8.7955
2021-11-19,28.706,38.008,8.768,6.776,19.490000000000002,35.174,28.706,2.533866666666667,8.768,2.2586666666666666,3.2483333333333335,8.7935
2021-11-20,55.583999999999996,95.757,14.406,9.051,34.164,73.711,27.791999999999998,5.319833333333333,14.406,3.017,4.2705,18.42775
2021-11-21,47.590999999999994,80.77499999999999,19.739,17.990000000000002,30.26,102.367,23.795499999999997,5.0484374999999995,19.739,5.996666666666667,5.043333333333334,20.4734
2021-11-22,32.75,42.247,9.756,9.174999999999999,22.036,24.416,16.375,3.017642857142857,9.756,3.058333333333333,3.6726666666666667,6.104
2021-11-23,31.403,55.622,9.495,5.163,18.004,24.705,15.7015,3.7081333333333335,9.495,1.721,2.572,8.235
2021-11-24,33.315,39.991,12.559,9.217,21.68,22.259,11.104999999999999,3.076230769230769,12.559,2.30425,3.6133333333333333,7.419666666666667
2021-11-25,30.299000000000003,44.906,10.217,5.166,20.413,17.266,10.099666666666668,3.2075714285714283,10.217,2.583,3.4021666666666666,5.755333333333333
2021-11-26,41.234,51.836,17.511,6.0600000000000005,14.854999999999999,23.644,13.744666666666667,3.7025714285714284,17.511,2.02,2.122142857142857,5.911
2021-11-27,58.68,68.057,23.115,11.622,37.591,44.646,19.56,5.235153846153846,23.115,2.9055,6.2651666666666666,11.1615
2021-11-28,49.546,78.347,21.817,9.693999999999999,25.149,56.96,16.515333333333334,5.596214285714285,21.817,3.231333333333333,4.1915000000000004,14.24
2021-11-29,29.919999999999998,57.865,9.182,5.796,19.812,20.934,14.959999999999999,4.451153846153846,9.182,1.449,3.302,10.467
2021-11-30,30.369,43.009,25.737,7.103,32.472,30.467,15.1845,3.3083846153846155,25.737,1.77575,5.412,10.155666666666667
2021-12-01,30.015,74.607,18.93,5.252,24.119,24.864,10.005,5.329071428571429,18.93,1.7506666666666666,3.4455714285714287,6.216
2021-12-02,25.404,58.359,18.263,4.474,22.703,20.085,8.468,3.8906,18.263,1.4913333333333334,3.2432857142857143,5.02125
2021-12-03,18.925,73.84700000000001,20.739,5.683,25.931000000000004,54.498,6.308333333333334,4.923133333333334,20.739,2.8415,3.704428571428572,13.6245
2021-12-04,62.259,93.905,22.865,9.205,36.36,92.695,31.1295,7.223461538461539,22.865,3.0683333333333334,5.194285714285714,23.17375
2021-12-05,50.994,115.184,25.795,10.65,37.123,100.244,25.497,8.227428571428572,25.795,3.5500000000000003,4.640375,25.061
2021-12-06,12.844,64.231,14.424,8.862,37.461,45.510999999999996,6.422,4.940846153846153,14.424,2.954,5.351571428571428,11.377749999999999
2021-12-07,31.831,63.263,16.639,6.648,29.637999999999998,36.621,15.9155,4.518785714285714,16.639,1.662,4.234,12.207
2021-12-08,25.319,70.377,15.059,7.96,24.709999999999997,48.245999999999995,12.6595,4.6918,15.059,2.6533333333333333,3.53,9.649199999999999
2021-12-09,25.262,57.675,12.175,7.254,24.153,42.728,12.631,4.119642857142857,12.175,3.627,3.450428571428571,8.5456
2021-12-10,32.792,68.296,14.231,8.928,26.56,55.263,16.396,4.878285714285715,14.231,2.9760000000000004,2.951111111111111,13.81575
2021-12-11,124.24000000000001,141.287,30.45,10.713999999999999,43.575,121.63499999999999,62.120000000000005,9.419133333333333,30.45,3.571333333333333,5.446875,30.408749999999998
2021-12-12,61.198,116.349,15.656,10.425999999999998,43.444,80.30199999999999,30.599,7.756600000000001,15.656,2.6064999999999996,6.206285714285714,16.060399999999998
2021-12-13,21.832,61.915,27.925,1.537,33.333000000000006,92.884,10.916,4.762692307692308,13.9625,0.7685,4.166625000000001,23.221
2021-12-14,33.175000000000004,66.116,13.141,5.472,30.287000000000003,103.51599999999999,16.587500000000002,5.085846153846154,13.141,1.368,3.3652222222222226,25.878999999999998
2021-12-15,2.6020000000000003,101.666,18.179,6.299,29.243000000000002,64.376,2.6020000000000003,6.777733333333333,18.179,1.57475,3.6553750000000003,16.094
2021-12-16,39.568999999999996,99.125,25.768,4.506,33.831999999999994,51.855999999999995,19.784499999999998,4.95625,25.768,1.1265,4.228999999999999,12.963999999999999
2021-12-17,40.153999999999996,97.582,34.299,10.173,34.227999999999994,69.729,20.076999999999998,4.879099999999999,34.299,3.391,4.278499999999999,17.43225
2021-12-18,70.551,109.389,42.242,11.996,59.298,114.017,23.517,7.8134999999999994,42.242,3.998666666666667,7.41225,28.50425
2021-12-19,67.19,147.891,51.133,9.451,52.98,118.836,33.595,9.859399999999999,51.133,3.1503333333333337,8.83,29.709
2021-12-20,38.283,82.832,25.78,6.115,50.948,60.872,19.1415,5.522133333333333,25.78,2.0383333333333336,5.660888888888889,15.218
2021-12-21,48.369,71.006,18.202,6.431,31.633,54.261,24.1845,5.462,18.202,1.60775,3.514777777777778,13.56525
2021-12-22,31.469,75.729,14.458,4.455,22.57,50.263,15.7345,5.4092142857142855,14.458,2.2275,3.224285714285714,12.56575
2021-12-23,30.021,91.21300000000001,24.072999999999997,6.563,33.503,47.43,15.0105,5.7008125000000005,12.036499999999998,2.1876666666666664,3.7225555555555556,11.8575
2021-12-24,35.441,120.944,30.135,8.623999999999999,52.243,63.471999999999994,35.441,5.7592380952380955,30.135,2.8746666666666663,5.804777777777778,15.867999999999999
2021-12-25,66.839,180.787,33.162,13.596,65.339,137.522,33.4195,7.860304347826087,33.162,4.532,7.259888888888889,34.3805
2021-12-26,95.584,209.712,28.498,9.123000000000001,64.634,92.322,47.792,9.986285714285714,28.498,4.5615000000000006,8.07925,23.0805
2021-12-27,42.155,82.705,15.213,5.35,37.586,39.641999999999996,21.0775,4.13525,15.213,2.675,5.369428571428571,9.910499999999999
2021-12-28,35.054,86.04299999999999,24.145,5.317,42.784,39.004,17.527,3.9110454545454543,24.145,1.7723333333333333,5.348,13.001333333333333
2021-12-29,34.882000000000005,68.16499999999999,24.749,3.0269999999999997,35.3,28.395,17.441000000000003,4.2603124999999995,24.749,1.5134999999999998,4.4125,4.0564285714285715
2021-12-30,37.370000000000005,84.271,17.651,11.272,35.101,31.745,18.685000000000002,4.012904761904762,17.651,3.7573333333333334,5.014428571428572,4.535
2021-12-31,60.713,125.70100000000001,69.793,12.997,66.714,88.954,30.3565,5.465260869565218,34.8965,4.332333333333334,8.33925,12.707714285714285
2022-01-01,82.658,138.402,38.272,18.427999999999997,57.833,90.656,41.329,6.9201,38.272,6.142666666666666,6.425888888888888,22.664
2022-01-02,27.438000000000002,110.54299999999999,26.605,13.349,45.828,59.918,13.719000000000001,5.024681818181818,26.605,4.449666666666666,5.0920000000000005,8.559714285714286
2022-01-03,59.009,90.081,38.027,12.782,81.754,59.045,29.5045,4.50405,38.027,4.260666666666666,9.083777777777778,11.809000000000001
2022-01-04,46.598,70.388,45.257,8.174,58.207,63.48,23.299,3.5194,45.257,2.7246666666666663,6.467444444444444,12.696
2022-01-05,34.15,65.654,39.688,9.827,66.638,40.437,17.075,3.2826999999999997,39.688,4.9135,8.32975,5.054625
2022-01-06,34.198,60.316,35.897,7.001,66.856,44.278,17.099,3.174526315789474,35.897,2.333666666666667,8.357,8.855599999999999
2022-01-07,46.045,90.664,31.834,16.284,49.32,78.764,23.0225,4.121090909090909,31.834,4.071,5.48,15.752799999999999
2022-01-08,60.006,130.766,43.284,14.224,80.046,112.41199999999999,30.003,6.226952380952381,43.284,3.556,8.0046,22.4824
2022-01-09,59.741,147.528,114.262,11.879,81.556,84.804,19.913666666666668,7.764631578947368,57.131,2.96975,8.1556,12.114857142857144
2022-01-10,56.153000000000006,76.365,35.175,8.582,57.480999999999995,46.232,14.038250000000001,3.81825,35.175,2.860666666666667,7.185124999999999,15.410666666666666
2022-01-11,29.824,86.15,54.466,10.573,81.87,33.489,7.456,4.102380952380953,54.466,2.64325,10.23375,5.581499999999999
2022-01-12,41.626000000000005,85.232,35.007,10.637,74.888,46.619,13.875333333333336,4.2616,35.007,2.65925,7.4888,9.3238
2022-01-13,22.185000000000002,73.369,21.816,12.889,63.208999999999996,48.916,11.092500000000001,3.4937619047619046,21.816,3.22225,7.023222222222222,5.435111111111111
2022-01-14,48.285000000000004,103.099,23.405,6.196,78.342,53.083,16.095000000000002,4.909476190476191,23.405,2.0653333333333332,6.026307692307692,5.898111111111111
2022-01-15,56.825,124.109,37.538,9.146,96.244,49.827,18.941666666666666,6.532052631578947,37.538,3.048666666666667,7.403384615384615,6.228375
2022-01-16,52.794,137.15,58.007,14.67,88.336,55.987,17.598,7.218421052631579,58.007,4.89,8.030545454545454,6.998375
2022-01-17,42.312,90.383,11.755,10.665,47.324,29.229,14.104,5.021277777777778,11.755,3.5549999999999997,4.7324,4.175571428571429
2022-01-18,32.418,85.852,9.211,8.478000000000002,56.238,38.751999999999995,16.209,4.769555555555556,9.211,2.8260000000000005,5.6238,5.536
